Season,MatchID,Date,Team,Opponent,is_home,goals_for,goals_against,result,Pts,xPts
2023-2024,309,2024-04-06,Wolves,West Ham,True,1,2,A,0,1.409893992932862
2023-2024,310,2024-04-06,Arsenal,Brighton,False,3,0,A,3,1.9869657224612804
2023-2024,310,2024-04-06,Brighton,Arsenal,True,0,3,A,0,0.7927136430152918
2023-2024,311,2024-04-07,Liverpool,Man United,False,2,2,D,1,1.9827228749136148
2023-2024,311,2024-04-07,Man United,Liverpool,True,2,2,D,1,0.8071872840359364
2023-2024,312,2024-04-07,Chelsea,Sheffield United,False,2,2,D,1,2.227272727272727
2023-2024,312,2024-04-07,Sheffield United,Chelsea,True,2,2,D,1,0.5909090909090908
2023-2024,313,2024-04-07,Nott'm Forest,Tottenham,False,1,3,H,0,0.6127497621313036
2023-2024,313,2024-04-07,Tottenham,Nott'm Forest,True,3,1,H,3,2.214081826831589
2023-2024,314,2024-04-13,Tottenham,Newcastle,False,0,4,H,0,1.4731018695154523
2023-2024,314,2024-04-13,Newcastle,Tottenham,True,4,0,H,3,1.2899656619610835
2023-2024,315,2024-04-13,Sheffield United,Brentford,False,0,2,H,0,0.6310640032613128
2023-2024,315,2024-04-13,Brentford,Sheffield United,True,2,0,H,3,2.1781492050550346
2023-2024,316,2024-04-13,Brighton,Burnley,False,1,1,D,1,1.678733031674208
2023-2024,316,2024-04-13,Burnley,Brighton,True,1,1,D,1,1.0678733031674208
2023-2024,317,2024-04-13,Luton,Man City,False,1,5,H,0,0.2363636363636364
2023-2024,317,2024-04-13,Man City,Luton,True,5,1,H,3,2.6772727272727272
2023-2024,318,2024-04-13,Wolves,Nott'm Forest,False,2,2,D,1,1.090185676392573
2023-2024,318,2024-04-13,Nott'm Forest,Wolves,True,2,2,D,1,1.631299734748011
2023-2024,319,2024-04-13,Man United,Bournemouth,False,2,2,D,1,1.3333333333333333
2023-2024,319,2024-04-13,Bournemouth,Man United,True,2,2,D,1,1.4242424242424243
2023-2024,320,2024-04-14,Crystal Palace,Liverpool,False,1,0,A,3,0.37562978167568584
2023-2024,320,2024-04-14,Liverpool,Crystal Palace,True,0,1,A,0,2.4877775704422467
2023-2024,321,2024-04-14,Fulham,West Ham,False,2,0,A,3,1.2787610619469025
2023-2024,321,2024-04-14,West Ham,Fulham,True,0,2,A,0,1.4579646017699117
2023-2024,322,2024-04-14,Aston Villa,Arsenal,False,2,0,A,3,0.4517300093166704
2023-2024,322,2024-04-14,Arsenal,Aston Villa,True,0,2,A,0,2.3824975102001473
2023-2024,323,2024-04-15,Everton,Chelsea,False,0,6,H,0,0.8628673196794302
2023-2024,323,2024-04-15,Chelsea,Everton,True,6,0,H,3,1.9100623330365099
2023-2024,324,2024-04-20,Brentford,Luton,False,5,1,A,3,1.5763210321601366
2023-2024,324,2024-04-20,Luton,Brentford,True,1,5,A,0,1.170761787306707
2023-2024,325,2024-04-20,Burnley,Sheffield United,False,4,1,A,3,1.4313070804281645
2023-2024,325,2024-04-20,Sheffield United,Burnley,True,1,4,A,0,1.3040361386624768
2023-2024,326,2024-04-20,Arsenal,Wolves,False,2,0,A,3,2.2435783879539417
2023-2024,326,2024-04-20,Wolves,Arsenal,True,0,2,A,0,0.545615589016829
2023-2024,327,2024-04-21,Nott'm Forest,Everton,False,0,2,H,0,1.064444853618118
2023-2024,327,2024-04-21,Everton,Nott'm Forest,True,2,0,H,3,1.6637819922666173
2023-2024,328,2024-04-21,Bournemouth,Aston Villa,False,1,3,H,0,1.0140548137737178
2023-2024,328,2024-04-21,Aston Villa,Bournemouth,True,3,1,H,3,1.751932536893886
2023-2024,329,2024-04-21,West Ham,Crystal Palace,False,2,5,H,0,1.1069042316258353
2023-2024,329,2024-04-21,Crystal Palace,West Ham,True,5,2,H,3,1.6280623608017817
2023-2024,330,2024-04-21,Liverpool,Fulham,False,3,1,A,3,2.032171065305336
2023-2024,330,2024-04-21,Fulham,Liverpool,True,1,3,A,0,0.7561163552302061
2023-2024,331,2024-04-23,Chelsea,Arsenal,False,0,5,H,0,0.6596858638743456
2023-2024,331,2024-04-23,Arsenal,Chelsea,True,5,0,H,3,2.1518324607329844
2023-2024,332,2024-04-24,Bournemouth,Wolves,False,1,0,A,3,1.409893992932862
2023-2024,332,2024-04-24,Wolves,Bournemouth,True,0,1,A,0,1.325088339222615
2023-2024,333,2024-04-24,Newcastle,Crystal Palace,False,0,2,H,0,1.4439140811455844
2023-2024,333,2024-04-24,Crystal Palace,Newcastle,True,2,0,H,3,1.2935560859188544
2023-2024,334,2024-04-24,Liverpool,Everton,False,0,2,H,0,2.2162162162162162
2023-2024,334,2024-04-24,Everton,Liverpool,True,2,0,H,3,0.5945945945945945
2023-2024,335,2024-04-24,Sheffield United,Man United,False,2,4,H,0,0.5242718446601942
2023-2024,335,2024-04-24,Man United,Sheffield United,True,4,2,H,3,2.33009708737864
2023-2024,336,2024-04-25,Man City,Brighton,False,4,0,A,3,2.1934156378600824
2023-2024,336,2024-04-25,Brighton,Man City,True,0,4,A,0,0.6193415637860082
2023-2024,337,2024-04-27,Liverpool,West Ham,False,2,2,D,1,2.0982658959537575
2023-2024,337,2024-04-27,West Ham,Liverpool,True,2,2,D,1,0.7109826589595377
2023-2024,338,2024-04-27,Crystal Palace,Fulham,False,1,1,D,1,1.090909090909091
2023-2024,338,2024-04-27,Fulham,Crystal Palace,True,1,1,D,1,1.6363636363636365
2023-2024,339,2024-04-27,Burnley,Man United,False,1,1,D,1,0.7138554216867471
2023-2024,339,2024-04-27,Man United,Burnley,True,1,1,D,1,2.0873493975903616
2023-2024,340,2024-04-27,Sheffield United,Newcastle,False,1,5,H,0,0.39450282942603077
2023-2024,340,2024-04-27,Newcastle,Sheffield United,True,5,1,H,3,2.4698868229587716
2023-2024,341,2024-04-27,Luton,Wolves,False,1,2,H,0,1.0405549626467447
2023-2024,341,2024-04-27,Wolves,Luton,True,2,1,H,3,1.709711846318036
2023-2024,342,2024-04-27,Brentford,Everton,False,0,1,H,0,1.2200392927308448
2023-2024,342,2024-04-27,Everton,Brentford,True,1,0,H,3,1.5088408644400788
2023-2024,343,2024-04-27,Chelsea,Aston Villa,False,2,2,D,1,1.1898539584934664
2023-2024,343,2024-04-27,Aston Villa,Chelsea,True,2,2,D,1,1.562259800153728
2023-2024,344,2024-04-28,Brighton,Bournemouth,False,0,3,H,0,1.2329948265951334
2023-2024,344,2024-04-28,Bournemouth,Brighton,True,3,0,H,3,1.5169572715079516
2023-2024,345,2024-04-28,Arsenal,Tottenham,False,3,2,A,3,1.863636363636364
2023-2024,345,2024-04-28,Tottenham,Arsenal,True,2,3,A,0,0.9090909090909092
2023-2024,346,2024-04-28,Man City,Nott'm Forest,False,2,0,A,3,2.3323262839879155
2023-2024,346,2024-04-28,Nott'm Forest,Man City,True,0,2,A,0,0.5105740181268883
2023-2024,347,2024-05-02,Tottenham,Chelsea,False,0,2,H,0,1.1898539584934664
2023-2024,347,2024-05-02,Chelsea,Tottenham,True,2,0,H,3,1.562259800153728
2023-2024,348,2024-05-03,Everton,Luton,False,1,1,D,1,1.3790226460071513
2023-2024,348,2024-05-03,Luton,Everton,True,1,1,D,1,1.3575685339690104
2023-2024,349,2024-05-04,Bournemouth,Arsenal,False,0,3,H,0,0.3889787760540593
2023-2024,349,2024-05-04,Arsenal,Bournemouth,True,3,0,H,3,2.4832968497192356
2023-2024,350,2024-05-04,Fulham,Brentford,False,0,0,D,1,1.1414743112434849
2023-2024,350,2024-05-04,Brentford,Fulham,True,0,0,D,1,1.6083395383469843
2023-2024,351,2024-05-04,Newcastle,Burnley,False,4,1,A,3,1.6921155904388152
2023-2024,351,2024-05-04,Burnley,Newcastle,True,1,4,A,0,1.0713521227256508
2023-2024,352,2024-05-04,Nott'm Forest,Sheffield United,False,3,1,A,3,1.949665154461007
2023-2024,352,2024-05-04,Sheffield United,Nott'm Forest,True,1,3,A,0,0.8245841434435083
2023-2024,353,2024-05-04,Wolves,Man City,False,1,5,H,0,0.214017521902378
2023-2024,353,2024-05-04,Man City,Wolves,True,5,1,H,3,2.707133917396746
2023-2024,354,2024-05-05,Aston Villa,Brighton,False,0,1,H,0,1.435921867555979
2023-2024,354,2024-05-05,Brighton,Aston Villa,True,1,0,H,3,1.3072891853263457
2023-2024,355,2024-05-05,West Ham,Chelsea,False,0,5,H,0,0.846153846153846
2023-2024,355,2024-05-05,Chelsea,West Ham,True,5,0,H,3,1.942307692307692
2023-2024,356,2024-05-05,Tottenham,Liverpool,False,2,4,H,0,0.7437325905292481
2023-2024,356,2024-05-05,Liverpool,Tottenham,True,4,2,H,3,2.0891364902506964
2023-2024,357,2024-05-06,Man United,Crystal Palace,False,0,4,H,0,1.281727931312047
2023-2024,357,2024-05-06,Crystal Palace,Man United,True,4,0,H,3,1.462838744298363
2023-2024,358,2024-05-11,Man City,Fulham,False,4,0,A,3,2.5095652173913043
2023-2024,358,2024-05-11,Fulham,Man City,True,0,4,A,0,0.35478260869565215
2023-2024,359,2024-05-11,Brentford,Bournemouth,False,2,1,A,3,1.0558951965065502
2023-2024,359,2024-05-11,Bournemouth,Brentford,True,1,2,A,0,1.7056768558951965
2023-2024,360,2024-05-11,Sheffield United,Everton,False,0,1,H,0,0.5760992108229989
2023-2024,360,2024-05-11,Everton,Sheffield United,True,1,0,H,3,2.226606538895152
2023-2024,361,2024-05-11,Brighton,Newcastle,False,1,1,D,1,0.7959442332065907
2023-2024,361,2024-05-11,Newcastle,Brighton,True,1,1,D,1,2.005069708491762
2023-2024,362,2024-05-11,Burnley,Tottenham,False,1,2,H,0,0.5726688661225907
2023-2024,362,2024-05-11,Tottenham,Burnley,True,2,1,H,3,2.262024657058517
2023-2024,363,2024-05-11,Luton,West Ham,False,1,3,H,0,0.9723320158102766
2023-2024,363,2024-05-11,West Ham,Luton,True,3,1,H,3,1.8023715415019765
2023-2024,364,2024-05-11,Crystal Palace,Wolves,False,3,1,A,3,1.4682478111492852
2023-2024,364,2024-05-11,Wolves,Crystal Palace,True,1,3,A,0,1.2604455280948685
2023-2024,365,2024-05-11,Chelsea,Nott'm Forest,False,3,2,A,3,1.6676427525622255
2023-2024,365,2024-05-11,Nott'm Forest,Chelsea,True,2,3,A,0,1.0834553440702783
2023-2024,366,2024-05-12,Arsenal,Man United,False,1,0,A,3,2.2526126126126127
2023-2024,366,2024-05-12,Man United,Arsenal,True,0,1,A,0,0.575855855855856
2023-2024,367,2024-05-13,Liverpool,Aston Villa,False,3,3,D,1,1.8875393887478205
2023-2024,367,2024-05-13,Aston Villa,Liverpool,True,3,3,D,1,0.8940251476122005
2023-2024,368,2024-05-14,Man City,Tottenham,False,2,0,A,3,2.2471428571428573
2023-2024,368,2024-05-14,Tottenham,Man City,True,0,2,A,0,0.5950000000000001
2023-2024,369,2024-05-15,Chelsea,Brighton,False,2,1,A,3,1.6779661016949152
2023-2024,369,2024-05-15,Brighton,Chelsea,True,1,2,A,0,1.0874794969928923
2023-2024,370,2024-05-15,Newcastle,Man United,False,2,3,H,0,1.482563619227144
2023-2024,370,2024-05-15,Man United,Newcastle,True,3,2,H,3,1.2789820923656927
2023-2024,371,2024-05-19,Everton,Arsenal,False,1,2,H,0,0.35518394648829427
2023-2024,371,2024-05-19,Arsenal,Everton,True,2,1,H,3,2.5264214046822744
2023-2024,372,2024-05-19,Newcastle,Brentford,False,4,2,A,3,1.534449942900647
2023-2024,372,2024-05-19,Brentford,Newcastle,True,2,4,A,0,1.2226874762086029
2023-2024,373,2024-05-19,Man United,Brighton,False,2,0,A,3,1.2118403631549084
2023-2024,373,2024-05-19,Brighton,Man United,True,0,2,A,0,1.552298089653868
2023-2024,374,2024-05-19,Nott'm Forest,Burnley,False,2,1,A,3,1.5088408644400786
2023-2024,374,2024-05-19,Burnley,Nott'm Forest,True,1,2,A,0,1.2200392927308445
2023-2024,375,2024-05-19,Bournemouth,Chelsea,False,1,2,H,0,0.662676822633297
2023-2024,375,2024-05-19,Chelsea,Bournemouth,True,2,1,H,3,2.147986942328618
2023-2024,376,2024-05-19,Aston Villa,Crystal Palace,False,0,5,H,0,1.0143100285870086
2023-2024,376,2024-05-19,Crystal Palace,Aston Villa,True,5,0,H,3,1.7655865294049604
2023-2024,377,2024-05-19,Wolves,Liverpool,False,0,2,H,0,0.31059832550541144
2023-2024,377,2024-05-19,Liverpool,Wolves,True,2,0,H,3,2.5699407800694303
2023-2024,378,2024-05-19,Fulham,Luton,False,4,2,A,3,1.534449942900647
2023-2024,378,2024-05-19,Luton,Fulham,True,2,4,A,0,1.2226874762086029
2023-2024,379,2024-05-19,West Ham,Man City,False,1,3,H,0,0.214017521902378
2023-2024,379,2024-05-19,Man City,West Ham,True,3,1,H,3,2.707133917396746
2023-2024,380,2024-05-19,Tottenham,Sheffield United,False,3,0,A,3,2.282172373081464
2023-2024,380,2024-05-19,Sheffield United,Tottenham,True,0,3,A,0,0.5608028335301063
