player_name,team,start_date,end_date,type,season,season_start_year
Ibrahima Konaté,Liverpool,2022-01-08,2022-06-30,injury-knee-injury,2021-2022,2021
James Balagizi,Liverpool,2022-01-10,2022-06-30,injury-groin-injury,2021-2022,2021
James Milner,Liverpool,2022-01-11,2022-06-30,injury-concussion,2021-2022,2021
James Milner,Liverpool,2021-10-24,2021-11-22,injury-hamstring-injury,2021-2022,2021
James Milner,Liverpool,2021-08-15,2021-08-09,injury-muscle-injury,2021-2022,2021
Jordan Henderson,Liverpool,2021-12-18,2021-12-20,injury-ill,2021-2022,2021
Naby Keïta,Liverpool,2022-05-11,2022-06-30,injury-muscle-injury,2021-2022,2021
Naby Keïta,Liverpool,2022-01-08,2022-01-11,injury-hamstring-injury,2021-2022,2021
Naby Keïta,Liverpool,2022-03-21,2022-03-04,injury-knee-problems,2021-2022,2021
Nat Phillips,Liverpool,2021-08-12,2022-01-22,injury-broken-cheekbone,2021-2022,2021
Rhys Williams,Liverpool,2021-11-09,2021-09-17,injury-knock,2021-2022,2021
Roberto Firmino,Liverpool,2022-04-17,2022-06-30,injury-foot-injury,2021-2022,2021
Roberto Firmino,Liverpool,2022-02-17,2022-06-30,injury-muscular-problems,2021-2022,2021
Roberto Firmino,Liverpool,2022-01-01,2022-06-30,injury-corona-virus,2021-2022,2021
Roberto Firmino,Liverpool,2021-07-01,2021-12-12,injury-hamstring-injury,2021-2022,2021
Roberto Firmino,Liverpool,2021-08-29,2021-09-22,injury-muscle-injury,2021-2022,2021
Sepp van den Berg,Liverpool,2022-03-10,2022-06-30,injury-torn-ankle-ligaments,2021-2022,2021
Takumi Minamino,Liverpool,2022-05-08,2022-06-30,injury-muscular-problems,2021-2022,2021
Takumi Minamino,Liverpool,2021-07-01,2021-09-13,injury-thigh-problems,2021-2022,2021
Thiago Alcántara,Liverpool,2022-06-08,2022-04-09,injury-hamstring-injury,2021-2022,2021
Thiago Alcántara,Liverpool,2022-02-26,2022-06-03,injury-thigh-problems,2021-2022,2021
Thiago Alcántara,Liverpool,2021-12-27,2022-02-02,injury-hip-injury,2021-2022,2021
Thiago Alcántara,Liverpool,2021-12-19,2021-12-29,injury-corona-virus,2021-2022,2021
Thiago Alcántara,Liverpool,2021-09-18,2021-10-31,injury-calf-injury,2021-2022,2021
Trent Alexander-Arnold,Liverpool,2022-03-17,2022-03-31,injury-hamstring-injury,2021-2022,2021
Trent Alexander-Arnold,Liverpool,2022-03-01,2022-01-13,injury-corona-virus,2021-2022,2021
Trent Alexander-Arnold,Liverpool,2021-09-27,2021-10-14,injury-muscular-problems,2021-2022,2021
Trent Alexander-Arnold,Liverpool,2021-07-01,2021-12-07,injury-hamstring-injury,2021-2022,2021
Virgil van Dijk,Liverpool,2022-06-06,2022-06-16,injury-rest,2021-2022,2021
Virgil van Dijk,Liverpool,2022-05-16,2022-05-19,injury-knee-problems,2021-2022,2021
Virgil van Dijk,Liverpool,2021-12-16,2021-12-27,injury-corona-virus,2021-2022,2021
Aymeric Laporte,Man City,2022-06-30,2022-03-10,injury-knee-surgery,2021-2022,2021
Ben Knight,Man City,2021-07-01,2021-10-29,injury-knee-problems,2021-2022,2021
Bernardo Silva,Man City,2021-09-11,2021-12-11,injury-muscular-problems,2021-2022,2021
Ederson,Man City,2021-07-01,2021-12-01,injury-virus,2021-2022,2021
Ferran Torres,Man City,2022-03-01,2022-06-30,injury-corona-virus,2021-2022,2021
Ferran Torres,Man City,2021-10-14,2022-06-30,injury-metatarsal-fracture,2021-2022,2021
Ferran Torres,Man City,2021-07-01,2021-12-01,injury-virus,2021-2022,2021
Gabriel Jesus,Man City,2022-02-12,2022-06-30,injury-knee-injury,2021-2022,2021
Jack Grealish,Man City,2021-07-01,2021-10-05,injury-shin-injury,2021-2022,2021
João Cancelo,Man City,2021-12-06,2021-07-15,injury-corona-virus,2021-2022,2021
Kayky,Man City,2021-07-01,2021-10-24,injury-knee-problems,2021-2022,2021
Kevin De Bruyne,Man City,2021-07-01,2021-10-09,injury-ankle-injury,2021-2022,2021
Kyle Walker,Man City,2022-03-10,2022-06-30,injury-groin-injury,2021-2022,2021
Oleksandr Zinchenko,Man City,2022-01-01,2022-01-31,injury-corona-virus,2021-2022,2021
Oleksandr Zinchenko,Man City,2021-09-17,2021-10-14,injury-unknown-injury,2021-2022,2021
Oleksandr Zinchenko,Man City,2021-07-31,2021-08-08,injury-fitness,2021-2022,2021
Phil Foden,Man City,2021-07-01,2021-09-09,injury-foot-injury,2021-2022,2021
Philippe Sandler,Man City,2022-01-31,2022-04-23,injury-fitness,2021-2022,2021
Philippe Sandler,Man City,2021-09-25,2022-01-01,injury-ankle-injury,2021-2022,2021
Raheem Sterling,Man City,2021-08-01,2021-12-01,injury-knock,2021-2022,2021
Rodri,Man City,2021-11-02,2021-12-02,injury-knock,2021-2022,2021
Rúben Dias,Man City,2022-03-03,2022-06-30,injury-knock,2021-2022,2021
Samuel Edozie,Man City,2021-07-01,2022-02-21,injury-knee-injury,2021-2022,2021
Yan Couto,Man City,2022-01-19,2022-01-29,injury-corona-virus,2021-2022,2021
Zack Steffen,Man City,2021-07-01,2021-09-20,injury-corona-virus,2021-2022,2021
Zack Steffen,Man City,2021-08-06,2021-08-07,injury-bone-bruise,2021-2022,2021
İlkay Gündoğan,Man City,2021-09-19,2021-12-10,injury-hamstring-injury,2021-2022,2021
Aaron Wan-Bissaka,Man United,2022-01-14,2022-01-23,injury-ill,2021-2022,2021
Alex Telles,Man United,2022-03-12,2022-06-30,injury-knee-injury,2021-2022,2021
Alex Telles,Man United,2022-03-02,2022-06-30,injury-corona-virus,2021-2022,2021
Alex Telles,Man United,2021-07-20,2021-09-16,injury-ankle-injury,2021-2022,2021
Alex Telles,Man United,2021-07-01,2021-07-04,injury-ill,2021-2022,2021
Amad Diallo,Man United,2022-02-03,2022-06-30,injury-unknown-injury,2021-2022,2021
Amad Diallo,Man United,2021-08-28,2021-08-10,injury-thigh-problems,2021-2022,2021
Anthony Martial,Man United,2022-02-21,2022-06-30,injury-muscle-injury,2021-2022,2021
Anthony Martial,Man United,2021-07-01,2021-12-13,injury-knee-injury,2021-2022,2021
Anthony Martial,Man United,2021-10-15,2021-10-29,injury-fitness,2021-2022,2021
Cristiano Ronaldo,Man United,2022-03-03,2022-06-30,injury-hip-flexor-problems,2021-2022,2021
Cristiano Ronaldo,Man United,2021-08-26,2021-08-30,injury-arm-injury,2021-2022,2021
Dean Henderson,Man United,2021-07-01,2021-07-13,injury-hip-injury,2021-2022,2021
Donny van de Beek,Man United,2022-03-09,2022-06-30,injury-shingles,2021-2022,2021
Donny van de Beek,Man United,2022-04-21,2022-05-16,injury-thigh-problems,2021-2022,2021
Donny van de Beek,Man United,2022-03-31,2022-06-30,injury-thigh-problems,2021-2022,2021
Donny van de Beek,Man United,2021-07-06,2021-12-07,injury-groin-injury,2021-2022,2021
Edinson Cavani,Man United,2022-01-04,2022-04-30,injury-calf-injury,2021-2022,2021
Eric Bailly,Man United,2022-03-02,2022-02-16,injury-ankle-injury,2021-2022,2021
Hannibal,Man United,2022-06-01,2022-06-30,injury-corona-virus,2021-2022,2021
Harry Maguire,Man United,2022-04-26,2022-03-05,injury-knee-problems,2021-2022,2021
Harry Maguire,Man United,2022-01-01,2022-01-14,injury-chest-injury,2021-2022,2021
Harry Maguire,Man United,2021-09-25,2021-10-15,injury-calf-injury,2021-2022,2021
Jadon Sancho,Man United,2022-01-11,2022-06-30,injury-ill,2021-2022,2021
Jadon Sancho,Man United,2022-04-26,2022-06-30,injury-tonsillitis,2021-2022,2021
Luke Shaw,Man United,2022-02-04,2022-05-13,injury-leg-injury,2021-2022,2021
Luke Shaw,Man United,2022-02-03,2022-03-16,injury-corona-virus,2021-2022,2021
Luke Shaw,Man United,2022-01-18,2022-01-31,injury-hamstring-injury,2021-2022,2021
Luke Shaw,Man United,2021-11-20,2021-07-12,injury-head-injury,2021-2022,2021
Marcus Rashford,Man United,2022-04-09,2022-06-30,injury-muscle-injury,2021-2022,2021
Marcus Rashford,Man United,2022-04-05,2022-05-19,injury-bronchitis,2021-2022,2021
Marcus Rashford,Man United,2022-01-13,2022-01-17,injury-dead-leg,2021-2022,2021
Marcus Rashford,Man United,2021-07-14,2021-10-15,injury-shoulder-injury,2021-2022,2021
Mason Greenwood,Man United,2021-11-19,2021-11-27,injury-corona-virus,2021-2022,2021
Mason Greenwood,Man United,2021-07-01,2021-10-07,injury-unknown-injury,2021-2022,2021
Nemanja Matić,Man United,2021-10-12,2021-12-17,injury-ill,2021-2022,2021
Paul Pogba,Man United,2022-05-09,2022-06-30,injury-knee-surgery,2021-2022,2021
Paul Pogba,Man United,2022-04-18,2022-05-23,injury-calf-injury,2021-2022,2021
Paul Pogba,Man United,2021-08-11,2022-03-02,injury-hamstring-injury,2021-2022,2021
Paul Pogba,Man United,2021-08-04,2021-11-04,injury-muscle-injury,2021-2022,2021
Phil Jones,Man United,2021-07-01,2021-09-09,injury-knee-injury,2021-2022,2021
Raphaël Varane,Man United,2022-03-10,2022-06-30,injury-ankle-sprain,2021-2022,2021
Raphaël Varane,Man United,2022-03-04,2022-04-21,injury-muscular-problems,2021-2022,2021
Raphaël Varane,Man United,2022-01-03,2022-06-30,injury-corona-virus,2021-2022,2021
Raphaël Varane,Man United,2022-02-14,2022-02-18,injury-abdominal-problems,2021-2022,2021
Raphaël Varane,Man United,2021-07-01,2021-12-22,injury-hamstring-injury,2021-2022,2021
Raphaël Varane,Man United,2021-11-10,2021-10-26,injury-groin-injury,2021-2022,2021
Scott McTominay,Man United,2022-06-04,2022-04-18,injury-foot-injury,2021-2022,2021
Scott McTominay,Man United,2022-02-22,2022-02-03,injury-ill,2021-2022,2021
Scott McTominay,Man United,2021-08-26,2021-09-16,injury-groin-injury,2021-2022,2021
Tahith Chong,Man United,2021-07-01,2022-02-21,injury-groin-surgery,2021-2022,2021
Teden Mengi,Man United,2022-03-15,2022-01-10,injury-hamstring-injury,2021-2022,2021
Victor Lindelöf,Man United,2022-01-31,2022-06-30,injury-ill,2021-2022,2021
Victor Lindelöf,Man United,2021-12-26,2022-05-01,injury-corona-virus,2021-2022,2021
Victor Lindelöf,Man United,2021-11-12,2021-12-21,injury-heart-problems,2021-2022,2021
Allan Saint-Maximin,Newcastle,2022-02-14,2022-04-03,injury-knock,2021-2022,2021
Allan Saint-Maximin,Newcastle,2021-12-28,2022-05-01,injury-calf-injury,2021-2022,2021
Bruno Guimarães,Newcastle,2021-07-01,2021-11-01,injury-corona-virus,2021-2022,2021
Callum Wilson,Newcastle,2022-01-11,2022-06-30,injury-corona-virus,2021-2022,2021
Callum Wilson,Newcastle,2021-12-27,2022-01-05,injury-calf-injury,2021-2022,2021
Callum Wilson,Newcastle,2021-08-30,2021-10-17,injury-hamstring-injury,2021-2022,2021
Callum Wilson,Newcastle,2021-07-01,2021-11-01,injury-hamstring-injury,2021-2022,2021
Ciaran Clark,Newcastle,2021-12-21,2022-01-01,injury-corona-virus,2021-2022,2021
Dan Burn,Newcastle,2021-12-26,2021-12-28,injury-shoulder-injury,2021-2022,2021
Dan Burn,Newcastle,2021-10-27,2021-11-19,injury-knee-injury,2021-2022,2021
Dan Burn,Newcastle,2021-07-31,2021-09-18,injury-torn-knee-ligaments,2021-2022,2021
Fabian Schär,Newcastle,2022-03-23,2022-01-04,injury-adductor-pain,2021-2022,2021
Federico Fernández,Newcastle,2021-12-13,2022-02-15,injury-thigh-problems,2021-2022,2021
Freddie Woodman,Newcastle,2021-09-13,2021-12-20,injury-hip-injury,2021-2022,2021
Isaac Hayden,Newcastle,2021-12-28,2022-04-20,injury-knee-surgery,2021-2022,2021
Jamal Lewis,Newcastle,2022-01-03,2022-01-05,injury-groin-surgery,2021-2022,2021
Jamal Lewis,Newcastle,2021-12-17,2022-01-14,injury-hamstring-injury,2021-2022,2021
Javier Manquillo,Newcastle,2021-07-02,2021-10-03,injury-ankle-injury,2021-2022,2021
Joe Willock,Newcastle,2022-01-05,2022-05-25,injury-knee-injury,2021-2022,2021
Joe Willock,Newcastle,2022-04-04,2022-06-30,injury-knee-injury,2021-2022,2021
Joe Willock,Newcastle,2021-12-21,2021-12-31,injury-corona-virus,2021-2022,2021
Joelinton,Newcastle,2022-05-22,2022-06-15,injury-laceration,2021-2022,2021
Joelinton,Newcastle,2022-01-22,2022-05-02,injury-groin-injury,2021-2022,2021
Jonjo Shelvey,Newcastle,2022-01-05,2022-05-25,injury-calf-problems,2021-2022,2021
Jonjo Shelvey,Newcastle,2021-12-17,2021-12-26,injury-muscle-injury,2021-2022,2021
Jonjo Shelvey,Newcastle,2021-08-15,2021-10-15,injury-calf-injury,2021-2022,2021
Karl Darlow,Newcastle,2022-05-09,2022-05-11,injury-ankle-injury,2021-2022,2021
Martin Dúbravka,Newcastle,2022-03-22,2022-01-04,injury-angina,2021-2022,2021
Martin Dúbravka,Newcastle,2021-07-13,2021-09-20,injury-foot-injury,2021-2022,2021
Matt Ritchie,Newcastle,2021-12-21,2022-01-01,injury-corona-virus,2021-2022,2021
Paul Dummett,Newcastle,2021-07-28,2022-01-01,injury-calf-injury,2021-2022,2021
Ryan Fraser,Newcastle,2021-07-01,2021-11-01,injury-groin-injury,2021-2022,2021
Daniel Adshead,Norwich,2021-11-27,2022-03-31,injury-metatarsal-fracture,2021-2022,2021
Daniel Barden,Norwich,2021-10-18,2022-03-17,injury-testicular-cancer,2021-2022,2021
Grant Hanley,Norwich,2021-10-31,2021-11-24,injury-groin-injury,2021-2022,2021
Jacob Lungi Sørensen,Norwich,2022-01-21,2022-01-03,injury-knee-injury,2021-2022,2021
Josh Sargent,Norwich,2022-03-30,2022-01-07,injury-ankle-injury,2021-2022,2021
Kenny McLean,Norwich,2021-09-05,2021-10-08,injury-knee-injury,2021-2022,2021
Mathias Normann,Norwich,2021-11-27,2022-04-02,injury-pelvic-injury,2021-2022,2021
Mathias Normann,Norwich,2021-07-01,2021-09-05,injury-muscle-injury,2021-2022,2021
Milot Rashica,Norwich,2021-07-01,2021-12-01,injury-hamstring-injury,2021-2022,2021
Ozan Kabak,Norwich,2022-03-30,2022-05-23,injury-hamstring-injury,2021-2022,2021
Ozan Kabak,Norwich,2021-07-01,2021-11-29,injury-influenza,2021-2022,2021
Pierre Lees-Melou,Norwich,2021-12-12,2021-12-18,injury-corona-virus,2021-2022,2021
Pierre Lees-Melou,Norwich,2021-07-01,2021-10-01,injury-wrist-fracture,2021-2022,2021
Przemyslaw Placheta,Norwich,2021-08-15,2021-09-25,injury-ill,2021-2022,2021
Rocky Bushiri,Norwich,2021-07-01,2021-10-23,injury-meniscus-injury,2021-2022,2021
Alex McCarthy,Southampton,2021-07-01,2022-06-05,injury-hamstring-injury,2021-2022,2021
Armando Broja,Southampton,2022-05-30,2022-06-30,injury-corona-virus,2021-2022,2021
Armando Broja,Southampton,2021-11-11,2021-11-18,injury-fitness,2021-2022,2021
Dan Nlundulu,Southampton,2022-01-29,2022-06-30,injury-hamstring-injury,2021-2022,2021
Fraser Forster,Southampton,2021-07-01,2021-12-25,injury-unknown-injury,2021-2022,2021
Jack Stephens,Southampton,2021-12-13,2022-06-30,injury-corona-virus,2021-2022,2021
Jack Stephens,Southampton,2021-09-18,2021-11-30,injury-knee-injury,2021-2022,2021
Kyle Walker-Peters,Southampton,2021-07-01,2021-10-02,injury-hamstring-strain,2021-2022,2021
Michael Obafemi,Southampton,2021-09-20,2021-10-21,injury-unknown-injury,2021-2022,2021
Mohammed Salisu,Southampton,2022-02-26,2022-06-03,injury-thigh-problems,2021-2022,2021
Nathan Tella,Southampton,2022-01-22,2022-03-17,injury-groin-injury,2021-2022,2021
Nathan Tella,Southampton,2021-12-17,2021-12-27,injury-corona-virus,2021-2022,2021
Romain Perraud,Southampton,2022-02-13,2022-02-24,injury-virus,2021-2022,2021
Shane Long,Southampton,2021-07-01,2021-09-19,injury-corona-virus,2021-2022,2021
Stuart Armstrong,Southampton,2021-11-19,2021-12-22,injury-calf-injury,2021-2022,2021
Tino Livramento,Southampton,2022-04-25,2022-06-30,injury-cruciate-ligament-tear,2021-2022,2021
Tino Livramento,Southampton,2022-06-01,2022-03-02,injury-knee-problems,2021-2022,2021
Ben Davies,Tottenham,2022-03-28,2022-03-31,injury-hamstring-strain,2021-2022,2021
Ben Davies,Tottenham,2021-07-01,2021-11-10,injury-ill,2021-2022,2021
Bryan Gil,Tottenham,2022-04-04,2022-04-14,injury-hip-injury,2021-2022,2021
Bryan Gil,Tottenham,2021-07-01,2021-12-23,injury-corona-virus,2021-2022,2021
Bryan Gil,Tottenham,2021-10-25,2021-11-18,injury-hamstring-injury,2021-2022,2021
Cristian Romero,Tottenham,2021-11-17,2022-05-02,injury-hamstring-injury,2021-2022,2021
Cristian Romero,Tottenham,2021-09-09,2021-09-17,injury-quarantine,2021-2022,2021
Cristian Romero,Tottenham,2021-08-20,2021-08-25,injury-knee-injury,2021-2022,2021
Cristian Romero,Tottenham,2021-07-01,2021-10-07,injury-knee-injury,2021-2022,2021
Davinson Sánchez,Tottenham,2021-09-09,2021-09-17,injury-quarantine,2021-2022,2021
Dejan Kulusevski,Tottenham,2021-07-12,2021-12-15,injury-surgery,2021-2022,2021
Dele Alli,Tottenham,2022-04-09,2022-06-30,injury-hamstring-strain,2021-2022,2021
Dele Alli,Tottenham,2021-07-01,2021-09-02,injury-tendon-irritation,2021-2022,2021
Emerson Royal,Tottenham,2021-07-01,2021-12-13,injury-unknown-injury,2021-2022,2021
Giovani Lo Celso,Tottenham,2021-12-25,2021-12-30,injury-shin-injury,2021-2022,2021
Giovani Lo Celso,Tottenham,2021-11-18,2021-12-15,injury-knee-injury,2021-2022,2021
Giovani Lo Celso,Tottenham,2021-09-09,2021-09-17,injury-quarantine,2021-2022,2021
Harry Winks,Tottenham,2022-02-09,2022-06-30,injury-ankle-injury,2021-2022,2021
Heung-min Son,Tottenham,2022-02-11,2022-06-30,injury-facial-fracture,2021-2022,2021
Heung-min Son,Tottenham,2022-06-01,2022-03-02,injury-hamstring-injury,2021-2022,2021
Heung-min Son,Tottenham,2021-07-01,2021-09-20,injury-calf-strain,2021-2022,2021
Japhet Tanganga,Tottenham,2022-04-02,2022-06-30,injury-knee-injury,2021-2022,2021
Joe Rodon,Tottenham,2022-04-11,2022-06-30,injury-flu,2021-2022,2021
Joe Rodon,Tottenham,2021-08-16,2021-07-09,injury-unknown-injury,2021-2022,2021
Oliver Skipp,Tottenham,2022-05-02,2022-06-30,injury-inflammation-of-pubic-bone,2021-2022,2021
Pierre-Emile Højbjerg,Tottenham,2021-08-11,2021-11-22,injury-knee-injury,2021-2022,2021
Rodrigo Bentancur,Tottenham,2022-03-12,2022-06-30,injury-adductor-pain,2021-2022,2021
Rodrigo Bentancur,Tottenham,2022-05-23,2022-06-13,injury-back-problems,2021-2022,2021
Rodrigo Bentancur,Tottenham,2022-02-25,2022-04-03,injury-ankle-injury,2021-2022,2021
Ryan Sessegnon,Tottenham,2021-12-21,2022-06-30,injury-muscle-injury,2021-2022,2021
Ryan Sessegnon,Tottenham,2021-07-01,2021-11-14,injury-bruise,2021-2022,2021
Ryan Sessegnon,Tottenham,2021-07-01,2021-08-15,injury-thigh-problems,2021-2022,2021
Sergio Reguilón,Tottenham,2022-04-30,2022-06-30,injury-groin-problems,2021-2022,2021
Sergio Reguilón,Tottenham,2022-02-15,2022-02-22,injury-corona-virus,2021-2022,2021
Steven Bergwijn,Tottenham,2021-12-27,2022-01-16,injury-calf-injury,2021-2022,2021
Steven Bergwijn,Tottenham,2021-09-16,2021-11-10,injury-ankle-injury,2021-2022,2021
Steven Bergwijn,Tottenham,2021-07-09,2021-09-14,injury-ankle-injury,2021-2022,2021
Tanguy Ndombélé,Tottenham,2022-04-15,2022-04-28,injury-dead-leg,2021-2022,2021
Tanguy Ndombélé,Tottenham,2022-01-03,2022-06-30,injury-dead-leg,2021-2022,2021
Tanguy Ndombélé,Tottenham,2021-08-08,2021-08-28,injury-knock,2021-2022,2021
Domingos Quina,Watford,2021-07-01,2021-12-02,injury-hamstring-injury,2021-2022,2021
Ismaïla Sarr,Watford,2022-02-27,2022-03-16,injury-hamstring-injury,2021-2022,2021
Ismaïla Sarr,Watford,2021-11-21,2022-01-01,injury-ligament-injury,2021-2022,2021
Juraj Kucka,Watford,2021-08-16,2021-08-26,injury-leg-injury,2021-2022,2021
Kwadwo Baah,Watford,2022-05-09,2022-06-30,injury-muscular-problems,2021-2022,2021
Kwadwo Baah,Watford,2021-07-01,2022-03-14,injury-broken-ankle,2021-2022,2021
Nicolas N'Koulou,Watford,2021-11-21,2022-05-21,injury-hamstring-injury,2021-2022,2021
Ozan Tufan,Watford,2021-12-11,2021-11-17,injury-knee-injury,2021-2022,2021
Peter Etebo,Watford,2021-09-27,2022-02-28,injury-knee-injury,2021-2022,2021
Peter Etebo,Watford,2021-07-01,2021-12-05,injury-corona-virus,2021-2022,2021
Peter Etebo,Watford,2021-07-01,2021-10-01,injury-hamstring-strain,2021-2022,2021
Samuel Kalu,Watford,2022-01-11,2022-06-30,injury-ankle-sprain,2021-2022,2021
Samuel Kalu,Watford,2021-10-09,2021-09-17,injury-quarantine,2021-2022,2021
William Troost-Ekong,Watford,2022-01-04,2022-04-20,injury-hamstring-injury,2021-2022,2021
Alex Král,West Ham,2021-07-01,2021-08-04,injury-hip-injury,2021-2022,2021
Angelo Ogbonna,West Ham,2021-08-11,2022-06-30,injury-cruciate-ligament-tear,2021-2022,2021
Angelo Ogbonna,West Ham,2021-11-02,2021-12-04,injury-ankle-injury,2021-2022,2021
Arthur Masuaku,West Ham,2022-04-11,2022-06-30,injury-bone-edema,2021-2022,2021
Craig Dawson,West Ham,2022-01-08,2022-04-09,injury-hamstring-injury,2021-2022,2021
Issa Diop,West Ham,2022-04-18,2022-02-05,injury-ankle-injury,2021-2022,2021
Nikola Vlašić,West Ham,2021-08-14,2021-08-18,injury-foot-bruise,2021-2022,2021
Nikola Vlašić,West Ham,2021-07-24,2021-07-27,injury-bruise,2021-2022,2021
Vladimír Coufal,West Ham,2022-02-14,2022-01-04,injury-groin-surgery,2021-2022,2021
Vladimír Coufal,West Ham,2021-07-01,2021-10-27,injury-groin-injury,2021-2022,2021
Bruno Jordão,Wolves,2021-07-01,2021-11-29,injury-unknown-injury,2021-2022,2021
Connor Ronan,Wolves,2021-07-01,2021-07-31,injury-metatarsal-fracture,2021-2022,2021
Daniel Podence,Wolves,2022-05-04,2022-06-30,injury-foot-injury,2021-2022,2021
Daniel Podence,Wolves,2021-10-05,2021-08-23,injury-groin-surgery,2021-2022,2021
Francisco Trincão,Wolves,2021-07-01,2021-10-20,injury-corona-virus,2021-2022,2021
Fábio Silva,Wolves,2021-12-18,2021-12-31,injury-corona-virus,2021-2022,2021
Hee-chan Hwang,Wolves,2021-12-19,2022-06-02,injury-hamstring-injury,2021-2022,2021
Hugo Bueno,Wolves,2021-07-01,2021-08-14,injury-unknown-injury,2021-2022,2021
Jonny Otto,Wolves,2021-07-01,2022-06-02,injury-knee-injury,2021-2022,2021
José Sá,Wolves,2022-05-24,2022-06-30,injury-unknown-injury,2021-2022,2021
João Moutinho,Wolves,2022-06-08,2022-06-30,injury-ankle-injury,2021-2022,2021
Leander Dendoncker,Wolves,2021-07-01,2021-11-01,injury-knock,2021-2022,2021
Matija Sarkic,Wolves,2022-03-01,2022-01-06,injury-shoulder-injury,2021-2022,2021
Maximilian Kilman,Wolves,2022-04-22,2022-05-31,injury-bruise-on-ankle,2021-2022,2021
Nélson Semedo,Wolves,2022-04-30,2022-06-30,injury-hamstring-injury,2021-2022,2021
Pedro Neto,Wolves,2022-01-10,2022-06-30,injury-ankle-injury,2021-2022,2021
Pedro Neto,Wolves,2021-12-04,2022-03-02,injury-knee-injury,2021-2022,2021
Rayan Aït-Nouri,Wolves,2021-12-14,2021-12-31,injury-groin-injury,2021-2022,2021
Rayan Aït-Nouri,Wolves,2021-07-01,2021-10-02,injury-groin-injury,2021-2022,2021
Raúl Jiménez,Wolves,2021-07-01,2021-07-16,injury-fitness,2021-2022,2021
Rúben Neves,Wolves,2022-03-19,2022-04-25,injury-knee-injury,2021-2022,2021
Willy Boly,Wolves,2021-12-18,2022-02-25,injury-leg-injury,2021-2022,2021
Willy Boly,Wolves,2021-07-25,2021-08-14,injury-hamstring-injury,2021-2022,2021
Yerson Mosquera,Wolves,2021-09-22,2022-02-25,injury-hamstring-injury,2021-2022,2021
Yerson Mosquera,Wolves,2021-07-01,2021-08-14,injury-hamstring-injury,2021-2022,2021
Ainsley Maitland-Niles,Arsenal,2023-06-03,2023-03-16,injury-knock,2022-2023,2022
Bukayo Saka,Arsenal,2023-03-10,2023-06-30,injury-thigh-problems,2022-2023,2022
Eddie Nketiah,Arsenal,2023-02-03,2023-04-13,injury-ankle-injury,2022-2023,2022
Emile Smith Rowe,Arsenal,2023-01-25,2023-02-16,injury-thigh-problems,2022-2023,2022
Emile Smith Rowe,Arsenal,2022-10-09,2023-06-30,injury-groin-surgery,2022-2023,2022
Emile Smith Rowe,Arsenal,2022-07-01,2022-09-03,injury-ill,2022-2023,2022
Fábio Vieira,Arsenal,2022-07-01,2022-08-18,injury-foot-injury,2022-2023,2022
Gabriel Jesus,Arsenal,2023-02-08,2023-06-30,injury-knee-injury,2022-2023,2022
Gabriel Jesus,Arsenal,2022-07-01,2023-06-30,injury-knee-injury,2022-2023,2022
Gabriel Martinelli,Arsenal,2023-05-14,2023-01-06,injury-ankle-injury,2022-2023,2022
Jorginho,Arsenal,2022-07-01,2022-08-05,injury-unknown-injury,2022-2023,2022
Kieran Tierney,Arsenal,2023-01-10,2023-06-30,injury-hamstring-injury,2022-2023,2022
Kieran Tierney,Arsenal,2022-07-01,2022-07-07,injury-knee-surgery,2022-2023,2022
Martin Ødegaard,Arsenal,2023-03-11,2023-06-30,injury-hip-injury,2022-2023,2022
Mohamed Elneny,Arsenal,2023-01-14,2023-06-30,injury-knee-injury,2022-2023,2022
Nicolas Pépé,Arsenal,2023-03-12,2023-06-30,injury-hamstring-injury,2022-2023,2022
Nicolas Pépé,Arsenal,2023-04-20,2023-06-30,injury-knee-injury,2022-2023,2022
Nicolas Pépé,Arsenal,2023-01-28,2023-03-15,injury-knee-injury,2022-2023,2022
Nicolas Pépé,Arsenal,2022-07-01,2022-10-04,injury-virus,2022-2023,2022
Oleksandr Zinchenko,Arsenal,2023-04-14,2023-04-17,injury-unknown-injury,2022-2023,2022
Reiss Nelson,Arsenal,2022-12-22,2023-06-30,injury-thigh-problems,2022-2023,2022
Reiss Nelson,Arsenal,2022-07-01,2022-07-03,injury-knock,2022-2023,2022
Reiss Nelson,Arsenal,2022-07-01,2022-10-02,injury-corona-virus,2022-2023,2022
Rob Holding,Arsenal,2023-01-12,2023-06-30,injury-unknown-injury,2022-2023,2022
Takehiro Tomiyasu,Arsenal,2023-03-12,2023-06-30,injury-calf-injury,2022-2023,2022
Takehiro Tomiyasu,Arsenal,2023-03-16,2023-01-07,injury-knee-surgery,2022-2023,2022
Takehiro Tomiyasu,Arsenal,2022-07-01,2022-11-15,injury-muscular-problems,2022-2023,2022
Thomas Partey,Arsenal,2023-02-09,2023-03-10,injury-groin-injury,2022-2023,2022
Thomas Partey,Arsenal,2022-09-22,2022-09-30,injury-knock,2022-2023,2022
Thomas Partey,Arsenal,2022-08-25,2022-09-15,injury-thigh-problems,2022-2023,2022
Thomas Partey,Arsenal,2022-07-01,2022-07-25,injury-unknown-injury,2022-2023,2022
William Saliba,Arsenal,2023-03-16,2023-06-20,injury-back-injury,2022-2023,2022
Bertrand Traoré,Aston Villa,2022-12-28,2023-02-15,injury-knee-injury,2022-2023,2022
