player_name,team,start_date,end_date,type,season,season_start_year
Trevoh Chalobah,Crystal Palace,2024-10-08,2024-09-27,injury-abdominal-muscle-strain,2024-2025,2024
Trevoh Chalobah,Crystal Palace,2024-10-01,2024-07-02,injury-fitness,2024-2025,2024
Trevoh Chalobah,Crystal Palace,2024-07-01,2024-10-01,injury-thigh-problems,2024-2025,2024
Will Hughes,Crystal Palace,2024-12-30,2025-06-01,injury-leg-injury,2024-2025,2024
Abdoulaye Doucouré,Everton,2024-07-01,2024-12-01,injury-thigh-problems,2024-2025,2024
Armando Broja,Everton,2025-05-01,2025-06-30,injury-knock,2024-2025,2024
Armando Broja,Everton,2024-08-29,2024-11-28,injury-achilles-tendon-problems,2024-2025,2024
Dominic Calvert-Lewin,Everton,2025-01-26,2025-05-05,injury-hamstring-injury,2024-2025,2024
Dominic Calvert-Lewin,Everton,2025-05-01,2025-01-14,injury-ankle-injury,2024-2025,2024
Dwight McNeil,Everton,2024-12-13,2025-02-04,injury-knee-injury,2024-2025,2024
James Garner,Everton,2024-10-18,2025-01-24,injury-back-injury,2024-2025,2024
James Tarkowski,Everton,2025-04-21,2025-06-30,injury-hamstring-injury,2024-2025,2024
Jarrad Branthwaite,Everton,2024-07-01,2024-10-20,injury-groin-injury,2024-2025,2024
Jarrad Branthwaite,Everton,2024-07-01,2024-09-30,injury-groin-surgery,2024-2025,2024
Jarrad Branthwaite,Everton,2024-07-18,2024-09-14,injury-groin-injury,2024-2025,2024
Nathan Patterson,Everton,2025-01-08,2025-06-30,injury-muscle-injury,2024-2025,2024
Nathan Patterson,Everton,2025-03-02,2025-02-28,injury-hamstring-injury,2024-2025,2024
Nathan Patterson,Everton,2024-07-01,2024-09-21,injury-thigh-problems,2024-2025,2024
Orel Mangala,Everton,2025-01-26,2025-01-12,injury-knee-injury,2024-2025,2024
Séamus Coleman,Everton,2025-05-28,2025-06-30,injury-unknown-injury,2024-2025,2024
Séamus Coleman,Everton,2024-12-30,2025-06-30,injury-calf-injury,2024-2025,2024
Séamus Coleman,Everton,2024-09-11,2024-11-25,injury-unknown-injury,2024-2025,2024
Séamus Coleman,Everton,2024-07-09,2024-10-18,injury-foot-injury,2024-2025,2024
Tim Iroegbunam,Everton,2024-10-18,2025-01-31,injury-injury-to-the-ankle,2024-2025,2024
Vitaliy Mykolenko,Everton,2025-03-09,2025-06-30,injury-unknown-injury,2024-2025,2024
Vitaliy Mykolenko,Everton,2025-01-08,2025-06-30,injury-groin-injury,2024-2025,2024
Vitaliy Mykolenko,Everton,2025-04-04,2025-06-30,injury-knock,2024-2025,2024
Vitaliy Mykolenko,Everton,2025-03-02,2025-06-30,injury-calf-stiffness,2024-2025,2024
Vitaliy Mykolenko,Everton,2024-09-28,2024-10-27,injury-calf-stiffness,2024-2025,2024
Vitaliy Mykolenko,Everton,2024-09-14,2024-09-27,injury-ill,2024-2025,2024
Vitaliy Mykolenko,Everton,2024-07-01,2024-07-26,injury-injury-to-the-ankle,2024-2025,2024
Youssef Chermiti,Everton,2025-05-01,2025-02-26,injury-hamstring-injury,2024-2025,2024
Youssef Chermiti,Everton,2024-07-01,2024-11-28,injury-foot-injury,2024-2025,2024
Adama Traoré,Fulham,2025-03-03,2025-03-14,injury-knock,2024-2025,2024
Adama Traoré,Fulham,2024-07-01,2024-09-02,injury-hamstring-injury,2024-2025,2024
Antonee Robinson,Fulham,2025-05-27,2025-06-30,injury-knee-surgery,2024-2025,2024
Antonee Robinson,Fulham,2025-05-05,2025-05-17,injury-knock,2024-2025,2024
Antonee Robinson,Fulham,2025-04-25,2025-02-05,injury-knock,2024-2025,2024
Carlos Vinícius,Fulham,2024-09-09,2024-10-18,injury-calf-injury,2024-2025,2024
Emile Smith Rowe,Fulham,2025-04-18,2025-04-24,injury-minor-knock,2024-2025,2024
Emile Smith Rowe,Fulham,2025-02-23,2025-01-03,injury-ankle-injury,2024-2025,2024
Emile Smith Rowe,Fulham,2024-12-16,2024-12-28,injury-bruise,2024-2025,2024
Harrison Reed,Fulham,2025-04-05,2025-01-06,injury-calf-injury,2024-2025,2024
Harrison Reed,Fulham,2025-01-01,2025-06-30,injury-fitness,2024-2025,2024
Harrison Reed,Fulham,2024-11-21,2024-12-31,injury-knee-surgery,2024-2025,2024
Harry Wilson,Fulham,2025-01-27,2025-04-18,injury-broken-foot,2024-2025,2024
Harry Wilson,Fulham,2024-07-01,2024-09-02,injury-shoulder-injury,2024-2025,2024
Issa Diop,Fulham,2025-06-04,2025-03-05,injury-unknown-injury,2024-2025,2024
Issa Diop,Fulham,2024-07-01,2024-09-02,injury-hamstring-injury,2024-2025,2024
Joachim Andersen,Fulham,2024-11-24,2024-12-19,injury-achilles-tendon-problems,2024-2025,2024
Jorge Cuenca,Fulham,2024-09-26,2024-10-18,injury-ankle-injury,2024-2025,2024
Kenny Tete,Fulham,2024-12-15,2025-06-04,injury-knee-injury,2024-2025,2024
Reiss Nelson,Fulham,2024-07-01,2025-01-06,injury-hamstring-injury,2024-2025,2024
Rodrigo Muniz,Fulham,2025-04-15,2025-01-06,injury-achilles-tendon-problems,2024-2025,2024
Ryan Sessegnon,Fulham,2024-07-01,2024-12-02,injury-hamstring-injury,2024-2025,2024
Sander Berge,Fulham,2024-12-23,2025-01-17,injury-ankle-injury,2024-2025,2024
Saša Lukić,Fulham,2025-04-10,2025-06-30,injury-groin-injury,2024-2025,2024
Saša Lukić,Fulham,2025-05-05,2025-05-16,injury-knock,2024-2025,2024
Saša Lukić,Fulham,2024-12-10,2024-11-22,injury-shoulder-injury,2024-2025,2024
Willian,Fulham,2024-10-28,2024-11-15,injury-muscle-injury,2024-2025,2024
Willian,Fulham,2024-07-01,2024-10-21,injury-ankle-injury,2024-2025,2024
Ali Al-Hamadi,Ipswich,2025-02-23,2025-02-26,injury-groin-problems,2024-2025,2024
Arijanet Murić,Ipswich,2025-04-03,2025-06-16,injury-shoulder-injury,2024-2025,2024
Axel Tuanzebe,Ipswich,2025-04-25,2025-04-28,injury-thigh-problems,2024-2025,2024
Axel Tuanzebe,Ipswich,2025-04-03,2025-03-17,injury-broken-thumb,2024-2025,2024
Axel Tuanzebe,Ipswich,2024-11-30,2025-01-18,injury-hamstring-injury,2024-2025,2024
Ben Godfrey,Ipswich,2024-11-18,2024-11-26,injury-unknown-injury,2024-2025,2024
Ben Godfrey,Ipswich,2024-07-09,2024-09-26,injury-lumbago,2024-2025,2024
Chiedozie Ogbene,Ipswich,2024-10-27,2025-01-06,injury-achilles-tendon-rupture,2024-2025,2024
Chiedozie Ogbene,Ipswich,2024-07-01,2024-10-05,injury-unknown-injury,2024-2025,2024
Christian Walton,Ipswich,2025-01-31,2025-06-30,injury-foot-injury,2024-2025,2024
Conor Chaplin,Ipswich,2025-01-03,2025-03-17,injury-fitness,2024-2025,2024
Conor Chaplin,Ipswich,2025-03-01,2025-01-03,injury-knee-injury,2024-2025,2024
George Hirst,Ipswich,2024-10-11,2025-06-30,injury-knee-injury,2024-2025,2024
Harry Clarke,Ipswich,2025-02-25,2025-06-30,injury-foot-injury,2024-2025,2024
Jack Taylor,Ipswich,2024-10-21,2024-11-20,injury-hamstring-injury,2024-2025,2024
Jacob Greaves,Ipswich,2024-10-14,2024-12-17,injury-muscle-injury,2024-2025,2024
Jaden Philogene,Ipswich,2025-04-14,2025-06-16,injury-knee-injury,2024-2025,2024
Jaden Philogene,Ipswich,2025-03-01,2025-01-15,injury-knock,2024-2025,2024
Jaden Philogene,Ipswich,2024-08-30,2024-09-29,injury-knock,2024-2025,2024
Jens Cajuste,Ipswich,2024-09-25,2024-10-19,injury-knee-injury,2024-2025,2024
Jens Cajuste,Ipswich,2024-07-01,2024-11-03,injury-hamstring-strain,2024-2025,2024
Julio Enciso,Ipswich,2025-02-16,2025-06-03,injury-knee-injury,2024-2025,2024
Kalvin Phillips,Ipswich,2024-11-13,2024-12-21,injury-ankle-injury,2024-2025,2024
Leif Davis,Ipswich,2025-03-31,2025-04-04,injury-thigh-problems,2024-2025,2024
Leif Davis,Ipswich,2025-02-14,2025-02-17,injury-knock,2024-2025,2024
Liam Delap,Ipswich,2024-11-01,2024-11-04,injury-knee-injury,2024-2025,2024
Massimo Luongo,Ipswich,2024-09-12,2025-06-30,injury-ill,2024-2025,2024
Nathan Broadhead,Ipswich,2025-04-18,2025-05-23,injury-hamstring-injury,2024-2025,2024
Omari Hutchinson,Ipswich,2025-03-28,2025-04-18,injury-thigh-problems,2024-2025,2024
Omari Hutchinson,Ipswich,2025-02-26,2025-05-03,injury-knee-injury,2024-2025,2024
Omari Hutchinson,Ipswich,2025-04-01,2025-01-15,injury-groin-problems,2024-2025,2024
Omari Hutchinson,Ipswich,2024-10-25,2024-10-29,injury-ill,2024-2025,2024
Sam Morsy,Ipswich,2025-02-14,2025-02-21,injury-injury-to-abdominal-muscles,2024-2025,2024
Sam Morsy,Ipswich,2024-10-25,2024-10-28,injury-muscle-injury,2024-2025,2024
Wes Burns,Ipswich,2025-01-25,2025-06-30,injury-knee-surgery,2024-2025,2024
Ben Nelson,Leicester,2024-07-01,2025-06-30,injury-unknown-injury,2024-2025,2024
Bobby De Cordova-Reid,Leicester,2025-02-05,2025-06-22,injury-muscle-injury,2024-2025,2024
Bobby De Cordova-Reid,Leicester,2024-10-30,2024-11-22,injury-achilles-heel-problems,2024-2025,2024
Facundo Buonanotte,Leicester,2025-02-05,2025-05-05,injury-head-injury,2024-2025,2024
Harry Souttar,Leicester,2024-12-26,2025-06-30,injury-achilles-tendon-rupture,2024-2025,2024
Issahaku Fatawu,Leicester,2024-11-15,2025-01-08,injury-cruciate-ligament-surgery,2024-2025,2024
Jakub Stolarczyk,Leicester,2024-07-23,2024-09-12,injury-ankle-injury,2024-2025,2024
James Justin,Leicester,2025-02-15,2025-02-24,injury-ankle-injury,2024-2025,2024
Jamie Vardy,Leicester,2025-03-02,2025-06-30,injury-knock,2024-2025,2024
Jannik Vestergaard,Leicester,2025-03-02,2025-06-30,injury-knock,2024-2025,2024
Jannik Vestergaard,Leicester,2025-05-01,2025-01-14,injury-knock,2024-2025,2024
Jannik Vestergaard,Leicester,2024-10-16,2024-10-26,injury-ankle-injury,2024-2025,2024
Jannik Vestergaard,Leicester,2024-09-09,2024-11-10,injury-ankle-injury,2024-2025,2024
Kasey McAteer,Leicester,2025-02-01,2025-03-14,injury-unknown-injury,2024-2025,2024
Kasey McAteer,Leicester,2024-12-21,2025-06-30,injury-unknown-injury,2024-2025,2024
Mads Hermansen,Leicester,2025-04-28,2025-06-30,injury-groin-injury,2024-2025,2024
Mads Hermansen,Leicester,2024-12-15,2025-01-30,injury-groin-injury,2024-2025,2024
Ricardo Pereira,Leicester,2025-04-28,2025-05-23,injury-muscle-injury,2024-2025,2024
Ricardo Pereira,Leicester,2024-11-11,2025-06-30,injury-hamstring-injury,2024-2025,2024
Stephy Mavididi,Leicester,2025-04-28,2025-01-06,injury-unknown-injury,2024-2025,2024
Victor Kristiansen,Leicester,2025-03-02,2025-06-30,injury-knock,2024-2025,2024
Victor Kristiansen,Leicester,2025-01-01,2025-06-30,injury-ill,2024-2025,2024
Victor Kristiansen,Leicester,2024-10-20,2024-10-28,injury-groin-problems,2024-2025,2024
Wilfred Ndidi,Leicester,2024-09-12,2025-06-30,injury-hamstring-injury,2024-2025,2024
Woyo Coulibaly,Leicester,2025-05-01,2025-06-30,injury-flu,2024-2025,2024
Alisson,Liverpool,2025-01-10,2025-06-30,injury-hamstring-injury,2024-2025,2024
Alisson,Liverpool,2025-03-21,2025-06-30,injury-concussion,2024-2025,2024
Alisson,Liverpool,2024-10-18,2024-12-19,injury-hamstring-injury,2024-2025,2024
Alisson,Liverpool,2024-07-01,2024-10-11,injury-hamstring-injury,2024-2025,2024
Alisson,Liverpool,2024-09-18,2024-09-26,injury-thigh-problems,2024-2025,2024
Alisson,Liverpool,2024-07-01,2024-12-04,injury-hamstring-injury,2024-2025,2024
Alisson,Liverpool,2024-08-02,2024-12-02,injury-virus,2024-2025,2024
Caoimhín Kelleher,Liverpool,2024-07-01,2024-07-10,injury-ill,2024-2025,2024
Cody Gakpo,Liverpool,2025-04-03,2025-06-30,injury-knock,2024-2025,2024
Conor Bradley,Liverpool,2025-02-19,2025-03-04,injury-muscle-injury,2024-2025,2024
Conor Bradley,Liverpool,2024-11-27,2025-03-01,injury-hamstring-injury,2024-2025,2024
Curtis Jones,Liverpool,2025-01-09,2025-06-30,injury-muscle-injury,2024-2025,2024
Curtis Jones,Liverpool,2025-01-21,2025-01-31,injury-muscle-injury,2024-2025,2024
Curtis Jones,Liverpool,2024-08-24,2024-11-09,injury-muscle-injury,2024-2025,2024
Darwin Núñez,Liverpool,2025-01-27,2025-01-30,injury-ill,2024-2025,2024
Darwin Núñez,Liverpool,2024-09-26,2024-09-30,injury-ill,2024-2025,2024
Diogo Jota,Liverpool,2025-01-15,2025-01-31,injury-muscular-problems,2024-2025,2024
Diogo Jota,Liverpool,2024-10-20,2024-12-12,injury-muscle-injury,2024-2025,2024
Diogo Jota,Liverpool,2024-07-01,2024-09-04,injury-knee-collateral-ligament-tear,2024-2025,2024
Dominik Szoboszlai,Liverpool,2025-04-01,2025-06-30,injury-ill,2024-2025,2024
Federico Chiesa,Liverpool,2024-09-30,2024-11-12,injury-muscle-injury,2024-2025,2024
Federico Chiesa,Liverpool,2024-07-01,2024-12-01,injury-knee-problems,2024-2025,2024
Harvey Elliott,Liverpool,2024-11-09,2024-11-21,injury-broken-foot,2024-2025,2024
Ibrahima Konaté,Liverpool,2024-11-28,2024-12-31,injury-knee-injury,2024-2025,2024
Joe Gomez,Liverpool,2024-12-29,2025-06-30,injury-hamstring-injury,2024-2025,2024
Konstantinos Tsimikas,Liverpool,2024-11-23,2024-12-16,injury-ankle-injury,2024-2025,2024
Ryan Gravenberch,Liverpool,2025-03-16,2025-01-04,injury-unknown-injury,2024-2025,2024
Trent Alexander-Arnold,Liverpool,2025-02-02,2025-06-30,injury-hamstring-injury,2024-2025,2024
Trent Alexander-Arnold,Liverpool,2024-09-11,2024-11-25,injury-hamstring-injury,2024-2025,2024
Trent Alexander-Arnold,Liverpool,2024-07-01,2024-08-04,injury-torn-lateral-knee-ligament,2024-2025,2024
Virgil van Dijk,Liverpool,2024-11-18,2024-11-20,injury-rest,2024-2025,2024
Virgil van Dijk,Liverpool,2024-07-01,2024-09-01,injury-ill,2024-2025,2024
Vitezslav Jaros,Liverpool,2025-06-10,2025-06-30,injury-unknown-injury,2024-2025,2024
Bernardo Silva,Man City,2025-03-15,2025-03-17,injury-unknown-injury,2024-2025,2024
Claudio Echeverri,Man City,2025-06-24,2025-06-30,injury-muscle-injury,2024-2025,2024
Claudio Echeverri,Man City,2024-11-23,2024-08-12,injury-muscle-injury,2024-2025,2024
Ederson,Man City,2025-04-10,2025-06-30,injury-muscular-problems,2024-2025,2024
Ederson,Man City,2025-04-13,2025-04-25,injury-hip-problems,2024-2025,2024
Ederson,Man City,2025-03-14,2025-03-30,injury-abdominal-problems,2024-2025,2024
Ederson,Man City,2025-01-02,2025-06-30,injury-unknown-injury,2024-2025,2024
Ederson,Man City,2024-12-20,2025-06-30,injury-unknown-injury,2024-2025,2024
Ederson,Man City,2024-07-01,2024-07-28,injury-eyebow-fracture,2024-2025,2024
Erling Haaland,Man City,2025-03-31,2025-01-05,injury-ankle-injury,2024-2025,2024
Erling Haaland,Man City,2025-02-16,2025-02-25,injury-knee-problems,2024-2025,2024
Farid Alfa-Ruprecht,Man City,2025-03-02,2025-04-08,injury-unknown-injury,2024-2025,2024
Issa Kaboré,Man City,2025-02-05,2025-06-05,injury-arm-injury,2024-2025,2024
John Stones,Man City,2025-01-09,2025-06-30,injury-muscle-injury,2024-2025,2024
John Stones,Man City,2025-02-19,2025-05-23,injury-hamstring-injury,2024-2025,2024
John Stones,Man City,2024-12-22,2025-01-20,injury-foot-injury,2024-2025,2024
John Stones,Man City,2024-11-23,2024-12-14,injury-foot-injury,2024-2025,2024
John Stones,Man City,2024-07-01,2024-11-18,injury-unknown-injury,2024-2025,2024
Josh Wilson-Esbrand,Man City,2025-02-16,2025-06-30,injury-calf-injury,2024-2025,2024
Josko Gvardiol,Man City,2025-01-08,2025-01-09,injury-unknown-injury,2024-2025,2024
Jérémy Doku,Man City,2025-01-19,2025-06-30,injury-unknown-injury,2024-2025,2024
Jérémy Doku,Man City,2024-07-01,2024-11-27,injury-hamstring-injury,2024-2025,2024
Jérémy Doku,Man City,2024-07-01,2024-08-03,injury-minor-knock,2024-2025,2024
Kalvin Phillips,Man City,2024-11-13,2024-12-21,injury-ankle-injury,2024-2025,2024
Kevin De Bruyne,Man City,2024-09-18,2024-10-31,injury-hamstring-muscle-injury,2024-2025,2024
Kevin De Bruyne,Man City,2024-09-04,2024-10-04,injury-stomach-problems,2024-2025,2024
Kyle Walker,Man City,2025-05-17,2025-05-26,injury-stomach-flu,2024-2025,2024
Kyle Walker,Man City,2025-02-19,2025-02-28,injury-hamstring-injury,2024-2025,2024
Kyle Walker,Man City,2024-07-01,2024-12-04,injury-hamstring-injury,2024-2025,2024
Manuel Akanji,Man City,2024-07-01,2024-12-20,injury-unknown-injury,2024-2025,2024
Manuel Akanji,Man City,2024-11-11,2024-11-19,injury-adductor-injury,2024-2025,2024
Mateo Kovacic,Man City,2025-02-06,2025-03-10,injury-achilles-tendon-surgery,2024-2025,2024
Mateo Kovacic,Man City,2024-11-18,2024-12-12,injury-unknown-injury,2024-2025,2024
Matheus Nunes,Man City,2024-10-11,2024-11-19,injury-unknown-injury,2024-2025,2024
Nathan Aké,Man City,2025-01-03,2025-05-23,injury-foot-surgery,2024-2025,2024
Nathan Aké,Man City,2025-02-13,2025-02-17,injury-muscle-stiffness,2024-2025,2024
Nathan Aké,Man City,2025-01-18,2025-06-30,injury-muscle-injury,2024-2025,2024
Nathan Aké,Man City,2024-07-01,2024-12-20,injury-unknown-injury,2024-2025,2024
Nathan Aké,Man City,2024-10-09,2024-10-14,injury-hamstring-injury,2024-2025,2024
Nathan Aké,Man City,2024-07-01,2024-12-04,injury-calf-injury,2024-2025,2024
Omar Marmoush,Man City,2024-11-15,2024-11-15,injury-rest,2024-2025,2024
Omar Marmoush,Man City,2024-07-01,2024-08-02,injury-ill,2024-2025,2024
Oscar Bobb,Man City,2025-01-03,2025-03-30,injury-fitness,2024-2025,2024
Oscar Bobb,Man City,2024-08-14,2025-01-03,injury-broken-leg,2024-2025,2024
Phil Foden,Man City,2025-04-08,2025-06-30,injury-ankle-injury,2024-2025,2024
Phil Foden,Man City,2024-07-01,2024-09-12,injury-unknown-injury,2024-2025,2024
Phil Foden,Man City,2024-07-01,2024-08-09,injury-cold,2024-2025,2024
Phil Foden,Man City,2024-08-21,2024-08-31,injury-ill,2024-2025,2024
Rayan Aït-Nouri,Man City,2025-01-09,2025-06-30,injury-ankle-injury,2024-2025,2024
Rodri,Man City,2025-04-11,2025-02-12,injury-hamstring-injury,2024-2025,2024
Rodri,Man City,2025-05-10,2025-06-30,injury-hamstring-injury,2024-2025,2024
Rodri,Man City,2025-04-08,2025-06-30,injury-knee-problems,2024-2025,2024
Rodri,Man City,2024-09-23,2025-05-16,injury-cruciate-ligament-tear,2024-2025,2024
Rodri,Man City,2024-07-14,2024-08-25,injury-hamstring-injury,2024-2025,2024
Rúben Dias,Man City,2025-02-13,2025-02-17,injury-muscle-stiffness,2024-2025,2024
Rúben Dias,Man City,2025-01-24,2025-06-30,injury-hip-injury,2024-2025,2024
Rúben Dias,Man City,2024-12-20,2025-01-18,injury-unknown-injury,2024-2025,2024
Savinho,Man City,2024-08-26,2024-12-09,injury-knee-injury,2024-2025,2024
Vitor Reis,Man City,2024-08-22,2024-09-14,injury-muscle-injury,2024-2025,2024
İlkay Gündoğan,Man City,2024-08-13,2024-08-20,injury-concussion,2024-2025,2024
Altay Bayındır,Man United,2025-03-02,2025-03-31,injury-unknown-injury,2024-2025,2024
Amad Diallo,Man United,2025-02-14,2025-04-28,injury-ankle-injury,2024-2025,2024
Ayden Heaven,Man United,2025-03-16,2025-05-16,injury-foot-injury,2024-2025,2024
Christian Eriksen,Man United,2025-02-15,2025-02-17,injury-ill,2024-2025,2024
Daniel Gore,Man United,2024-07-01,2024-11-28,injury-shoulder-injury,2024-2025,2024
Diogo Dalot,Man United,2025-04-09,2025-06-30,injury-muscle-injury,2024-2025,2024
Diogo Dalot,Man United,2025-04-21,2025-05-15,injury-calf-injury,2024-2025,2024
Facundo Pellistri,Man United,2025-05-09,2025-06-30,injury-calf-injury,2024-2025,2024
Facundo Pellistri,Man United,2025-05-02,2025-06-30,injury-hamstring-strain,2024-2025,2024
Facundo Pellistri,Man United,2024-12-17,2024-12-30,injury-unknown-injury,2024-2025,2024
Facundo Pellistri,Man United,2024-10-12,2024-12-14,injury-ill,2024-2025,2024
Harry Maguire,Man United,2025-02-03,2025-03-24,injury-calf-injury,2024-2025,2024
Harry Maguire,Man United,2024-07-01,2024-11-29,injury-unknown-injury,2024-2025,2024
Jadon Sancho,Man United,2024-07-01,2024-11-11,injury-ill,2024-2025,2024
Joshua Zirkzee,Man United,2025-04-14,2025-01-06,injury-thigh-problems,2024-2025,2024
Kobbie Mainoo,Man United,2024-10-17,2024-11-11,injury-muscle-injury,2024-2025,2024
Leny Yoro,Man United,2025-02-14,2025-02-17,injury-ill,2024-2025,2024
Lisandro Martínez,Man United,2025-03-02,2025-06-30,injury-cruciate-ligament-injury,2024-2025,2024
Lisandro Martínez,Man United,2024-11-23,2024-11-25,injury-back-problems,2024-2025,2024
Luke Shaw,Man United,2024-07-01,2025-04-04,injury-muscle-injury,2024-2025,2024
Luke Shaw,Man United,2024-11-08,2024-08-11,injury-calf-injury,2024-2025,2024
Luke Shaw,Man United,2024-07-01,2024-10-20,injury-knee-injury,2024-2025,2024
Luke Shaw,Man United,2024-07-01,2024-10-06,injury-muscle-injury,2024-2025,2024
Manuel Ugarte,Man United,2025-01-26,2025-01-02,injury-knock,2024-2025,2024
Marcus Rashford,Man United,2025-04-23,2025-05-23,injury-hamstring-injury,2024-2025,2024
Marcus Rashford,Man United,2025-04-01,2025-01-15,injury-ill,2024-2025,2024
Mason Mount,Man United,2024-12-16,2025-03-14,injury-hamstring-injury,2024-2025,2024
Mason Mount,Man United,2024-08-28,2024-09-19,injury-hamstring-injury,2024-2025,2024
Matthijs de Ligt,Man United,2025-05-05,2025-05-23,injury-knee-injury,2024-2025,2024
Matthijs de Ligt,Man United,2025-01-04,2025-04-18,injury-foot-injury,2024-2025,2024
Matthijs de Ligt,Man United,2024-12-20,2024-12-23,injury-ill,2024-2025,2024
Noussair Mazraoui,Man United,2024-09-10,2024-10-18,injury-heart-problems,2024-2025,2024
Noussair Mazraoui,Man United,2024-07-01,2024-09-02,injury-fitness,2024-2025,2024
Rasmus Højlund,Man United,2024-07-28,2024-09-16,injury-hamstring-injury,2024-2025,2024
Rasmus Højlund,Man United,2024-07-01,2024-08-03,injury-muscle-injury,2024-2025,2024
Scott McTominay,Man United,2025-03-29,2025-02-04,injury-flu,2024-2025,2024
Toby Collyer,Man United,2025-04-04,2025-05-16,injury-leg-injury,2024-2025,2024
Tyrell Malacia,Man United,2024-07-01,2024-11-11,injury-knee-injury,2024-2025,2024
Victor Lindelöf,Man United,2024-12-20,2025-01-25,injury-unknown-injury,2024-2025,2024
Victor Lindelöf,Man United,2024-11-17,2024-09-12,injury-unknown-injury,2024-2025,2024
Victor Lindelöf,Man United,2024-07-01,2024-09-14,injury-toe-injury,2024-2025,2024
Alexander Isak,Newcastle,2025-01-09,2025-06-30,injury-fitness,2024-2025,2024
Alexander Isak,Newcastle,2025-02-25,2025-01-03,injury-groin-injury,2024-2025,2024
Alexander Isak,Newcastle,2024-09-15,2024-10-18,injury-broken-toe,2024-2025,2024
Anthony Gordon,Newcastle,2025-03-21,2025-04-14,injury-knock,2024-2025,2024
Anthony Gordon,Newcastle,2025-06-02,2025-06-30,injury-thigh-problems,2024-2025,2024
Anthony Gordon,Newcastle,2024-10-26,2024-10-30,injury-groin-injury,2024-2025,2024
