player_id,player_name_rot,team_id,season,n_matches_rot,n_starts,start_rate_all,n_hard,n_hard_starts,start_rate_hard,n_easy,n_easy_starts,start_rate_easy,rotation_elasticity,injury_player_name_raw,beta_unavailable,se_unavailable,n_matches_inj,n_unavail,n_avail,xpts_per_match_present,xpts_season_total,gbp_per_point,value_gbp_per_match,value_gbp_season_total,player_name_inj
772,Moussa Sissoko,Tottenham,2019,29.0,28.0,0.9655172413793104,8.0,8.0,1.0,12.0,12.0,1.0,0.0,Moussa Sissoko,-0.3577167422992037,,38,5,33,0.3577167422992037,13.593236207369742,2501307.847082495,894759.6945457851,34000868.39273983,Moussa Sissoko
7723,John McGinn,Aston Villa,2019,28.0,27.0,0.9642857142857144,9.0,9.0,1.0,11.0,11.0,1.0,0.0,John McGinn,0.0324341513576058,,38,12,26,-0.0324341513576058,-1.2324977515890208,2501307.847082495,-81127.79730424077,-3082856.2975611496,John McGinn
7723,John McGinn,Aston Villa,2020,37.0,37.0,1.0,13.0,13.0,1.0,12.0,12.0,1.0,0.0,John McGinn,0.209885923941937,,37,13,24,-0.209885923941937,-7.765779185851672,2363249.5164410057,-496012.8082635565,-18352473.90575159,John McGinn
7723,John McGinn,Aston Villa,2022,34.0,30.0,0.8823529411764706,13.0,11.0,0.8461538461538461,10.0,9.0,0.9,-0.0538461538461538,John McGinn,0.2082545593082177,,27,5,22,-0.2082545593082177,-5.622873101321878,2490503.323836657,-518658.6721612545,-14003784.148353873,John McGinn
7727,Henri Lansbury,Aston Villa,2019,10.0,2.0,0.2,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Henri Lansbury,-0.0407835204260547,,38,7,31,0.0407835204260547,1.5497737761900805,2501307.847082495,102012.13967333996,3876461.307586919,Henri Lansbury
775,Andros Townsend,Crystal Palace,2019,24.0,14.0,0.5833333333333334,11.0,8.0,0.7272727272727273,6.0,3.0,0.5,0.2272727272727273,Andros Townsend,0.0975317017736213,,38,23,15,-0.0975317017736213,-3.706204667397612,2501307.847082495,-243956.8109856688,-9270358.817455417,Andros Townsend
775,Andros Townsend,Everton,2021,21.0,17.0,0.8095238095238095,5.0,4.0,0.8,7.0,5.0,0.7142857142857143,0.0857142857142857,Andros Townsend,-0.0468204387007281,,38,25,13,0.0468204387007281,1.7791766706276682,2494866.920152091,116810.7637014553,4438809.020655301,Andros Townsend
7752,Gabriel Martinelli,Arsenal,2019,14.0,6.0,0.4285714285714285,3.0,3.0,1.0,7.0,0.0,0.0,1.0,Gabriel Martinelli,0.0092573354093097,,38,11,27,-0.0092573354093097,-0.3517787455537708,2501307.847082495,-23155.44570238114,-879906.9366904834,Gabriel Martinelli
7752,Gabriel Martinelli,Arsenal,2020,14.0,7.0,0.5,4.0,2.0,0.5,5.0,2.0,0.4,0.0999999999999999,Gabriel Martinelli,0.1210305056636695,,34,13,21,-0.1210305056636695,-4.115037192564764,2363249.5164410057,-286025.28398427746,-9724859.655465432,Gabriel Martinelli
7753,James Justin,Leicester,2021,13.0,11.0,0.8461538461538461,4.0,3.0,0.75,5.0,5.0,1.0,-0.25,James Justin,-0.1556735141353165,,38,34,4,0.1556735141353165,5.91559353714203,2494866.920152091,388384.7007600303,14758618.628881147,James Justin
7753,James Justin,Leicester,2024,36.0,34.0,0.9444444444444444,13.0,12.0,0.9230769230769232,11.0,11.0,1.0,-0.0769230769230768,James Justin,-0.0168731237755501,,32,2,30,0.0168731237755501,0.5399399608176041,2706399.23591213,45665.40929359967,1461293.097395189,James Justin
7768,Mason Mount,Chelsea,2019,37.0,32.0,0.8648648648648649,13.0,12.0,0.9230769230769232,13.0,12.0,0.9230769230769232,0.0,Mason Mount,-0.255184763089334,,38,2,36,0.255184763089334,9.697020997394691,2501307.847082495,638295.6503712387,24255234.71410707,Mason Mount
7768,Mason Mount,Chelsea,2020,36.0,32.0,0.8888888888888888,12.0,11.0,0.9166666666666666,12.0,11.0,0.9166666666666666,0.0,Mason Mount,0.062898674289192,,34,2,32,-0.062898674289192,-2.13855492583253,2363249.5164410057,-148645.26159871343,-5053938.894356257,Mason Mount
7768,Mason Mount,Chelsea,2022,24.0,20.0,0.8333333333333334,8.0,5.0,0.625,10.0,9.0,0.9,-0.275,Mason Mount,-0.300291559268686,,27,6,21,0.300291559268686,8.107872100254523,2490503.323836657,747877.1264787551,20192682.414926387,Mason Mount
7768,Mason Mount,Manchester United,2023,14.0,5.0,0.3571428571428571,4.0,1.0,0.25,6.0,3.0,0.5,-0.25,Mason Mount,-0.0815153759381949,,38,21,17,0.0815153759381949,3.097584285651408,2648255.813953488,215873.56825492892,8203195.593687301,Mason Mount
7768,Mason Mount,Manchester United,2024,17.0,8.0,0.4705882352941176,9.0,5.0,0.5555555555555556,5.0,2.0,0.4,0.1555555555555555,Mason Mount,-0.0419852742423041,,35,12,23,0.0419852742423041,1.4694845984806446,2706399.23591213,113628.91412893316,3977011.99451266,Mason Mount
780,Karl Darlow,Newcastle United,2020,25.0,25.0,1.0,9.0,9.0,1.0,8.0,8.0,1.0,0.0,Karl Darlow,0.0096434226147621,,34,2,32,-0.0096434226147621,-0.3278763689019145,2363249.5164410057,-22789.813831173007,-774853.6702598823,Karl Darlow
7814,Taiwo Awoniyi,Nottingham Forest,2022,27.0,17.0,0.6296296296296297,11.0,8.0,0.7272727272727273,7.0,4.0,0.5714285714285714,0.1558441558441559,Taiwo Awoniyi,-0.2096456685033043,,38,5,33,0.2096456685033043,7.966535403125564,2490503.323836657,522123.2342354374,19840682.90094662,Taiwo Awoniyi
7814,Taiwo Awoniyi,Nottingham Forest,2023,20.0,12.0,0.6,9.0,5.0,0.5555555555555556,6.0,4.0,0.6666666666666666,-0.111111111111111,Taiwo Awoniyi,0.5000021123013394,,35,16,19,-0.5000021123013394,-17.50007393054688,2648255.813953488,-1324133.5008910466,-46344672.53118663,Taiwo Awoniyi
7814,Taiwo Awoniyi,Nottingham Forest,2024,26.0,3.0,0.1153846153846153,7.0,1.0,0.1428571428571428,11.0,2.0,0.1818181818181818,-0.0389610389610389,Taiwo Awoniyi,0.0115055782193994,,30,2,28,-0.0115055782193994,-0.3451673465819821,2706399.23591213,-31138.688101709795,-934160.6430512938,Taiwo Awoniyi
782,Ben Chilwell,Chelsea,2020,27.0,27.0,1.0,10.0,10.0,1.0,9.0,9.0,1.0,0.0,Ben Chilwell,0.0953756098037072,,38,19,19,-0.0953756098037072,-3.624273172540876,2363249.5164410057,-225396.36374887725,-8565061.822457336,Ben Chilwell
782,Ben Chilwell,Chelsea,2021,7.0,6.0,0.8571428571428571,1.0,1.0,1.0,4.0,3.0,0.75,0.25,Ben Chilwell,0.0756542176210443,,31,22,9,-0.0756542176210443,-2.345280746252376,2494866.920152091,-188747.20491273105,-5851163.352294662,Ben Chilwell
782,Ben Chilwell,Chelsea,2022,23.0,15.0,0.6521739130434783,5.0,3.0,0.6,9.0,4.0,0.4444444444444444,0.1555555555555555,Ben Chilwell,0.3783279476521018,,30,17,13,-0.3783279476521018,-11.349838429563055,2490503.323836657,-942227.0111278604,-28266810.33383581,Ben Chilwell
