season_start_year,season,match_date,match_id,home_team,away_team,FTHG,FTAG,FTR,B365H,B365D,B365A,B365>2.5,B365<2.5
2023,2023-2024,2024-03-31,2023_Man City_Arsenal_20240331,Man City,Arsenal,0,0,D,1.91,3.8,3.8,1.7,2.1
2023,2023-2024,2024-04-02,2023_Newcastle_Everton_20240402,Newcastle,Everton,1,1,D,2.0,3.75,3.5,1.67,2.2
2023,2023-2024,2024-04-02,2023_Nott'm Forest_Fulham_20240402,Nott'm Forest,Fulham,3,1,H,2.7,3.4,2.63,1.8,2.0
2023,2023-2024,2024-04-02,2023_Bournemouth_Crystal Palace_20240402,Bournemouth,Crystal Palace,1,0,H,1.95,3.8,3.6,1.73,2.1
2023,2023-2024,2024-04-02,2023_Burnley_Wolves_20240402,Burnley,Wolves,1,1,D,2.45,3.6,2.75,1.84,2.06
2023,2023-2024,2024-04-02,2023_West Ham_Tottenham_20240402,West Ham,Tottenham,1,1,D,3.3,4.2,1.95,1.33,3.4
2023,2023-2024,2024-04-03,2023_Arsenal_Luton_20240403,Arsenal,Luton,2,0,H,1.1,10.0,19.0,1.25,4.0
2023,2023-2024,2024-04-03,2023_Brentford_Brighton_20240403,Brentford,Brighton,0,0,D,2.38,3.8,2.75,1.57,2.38
2023,2023-2024,2024-04-03,2023_Man City_Aston Villa_20240403,Man City,Aston Villa,4,1,H,1.3,6.0,8.0,1.4,3.0
2023,2023-2024,2024-04-04,2023_Liverpool_Sheffield United_20240404,Liverpool,Sheffield United,3,1,H,1.09,12.0,21.0,1.2,4.5
2023,2023-2024,2024-04-04,2023_Chelsea_Man United_20240404,Chelsea,Man United,4,3,H,2.0,4.0,3.4,1.4,3.0
2023,2023-2024,2024-04-06,2023_Crystal Palace_Man City_20240406,Crystal Palace,Man City,2,4,A,9.5,5.25,1.33,1.67,2.2
2023,2023-2024,2024-04-06,2023_Aston Villa_Brentford_20240406,Aston Villa,Brentford,3,3,D,1.7,4.0,4.75,1.53,2.5
2023,2023-2024,2024-04-06,2023_Everton_Burnley_20240406,Everton,Burnley,1,0,H,1.65,4.0,5.25,1.8,2.0
2023,2023-2024,2024-04-06,2023_Fulham_Newcastle_20240406,Fulham,Newcastle,0,1,A,2.38,3.8,2.8,1.5,2.63
2023,2023-2024,2024-04-06,2023_Luton_Bournemouth_20240406,Luton,Bournemouth,2,1,H,3.75,3.8,1.91,1.5,2.63
2023,2023-2024,2024-04-06,2023_Wolves_West Ham_20240406,Wolves,West Ham,1,2,A,2.5,3.6,2.7,1.8,2.0
2023,2023-2024,2024-04-06,2023_Brighton_Arsenal_20240406,Brighton,Arsenal,0,3,A,5.0,4.33,1.62,1.62,2.3
2023,2023-2024,2024-04-07,2023_Man United_Liverpool_20240407,Man United,Liverpool,2,2,D,4.75,4.5,1.6,1.33,3.4
2023,2023-2024,2024-04-07,2023_Sheffield United_Chelsea_20240407,Sheffield United,Chelsea,2,2,D,7.0,5.25,1.4,1.4,3.0
2023,2023-2024,2024-04-07,2023_Tottenham_Nott'm Forest_20240407,Tottenham,Nott'm Forest,3,1,H,1.4,5.5,6.5,1.4,3.0
2023,2023-2024,2024-04-13,2023_Newcastle_Tottenham_20240413,Newcastle,Tottenham,4,0,H,2.7,4.0,2.3,1.36,3.2
2023,2023-2024,2024-04-13,2023_Brentford_Sheffield United_20240413,Brentford,Sheffield United,2,0,H,1.44,5.0,6.5,1.53,2.5
2023,2023-2024,2024-04-13,2023_Burnley_Brighton_20240413,Burnley,Brighton,1,1,D,3.5,3.75,2.0,1.67,2.2
2023,2023-2024,2024-04-13,2023_Man City_Luton_20240413,Man City,Luton,5,1,H,1.1,11.0,19.0,1.29,3.75
2023,2023-2024,2024-04-13,2023_Nott'm Forest_Wolves_20240413,Nott'm Forest,Wolves,2,2,D,2.1,3.4,3.5,1.86,2.04
2023,2023-2024,2024-04-13,2023_Bournemouth_Man United_20240413,Bournemouth,Man United,2,2,D,2.4,3.9,2.6,1.44,2.75
2023,2023-2024,2024-04-14,2023_Liverpool_Crystal Palace_20240414,Liverpool,Crystal Palace,0,1,A,1.22,7.0,12.0,1.4,3.0
2023,2023-2024,2024-04-14,2023_West Ham_Fulham_20240414,West Ham,Fulham,0,2,A,2.38,3.6,2.8,1.67,2.2
2023,2023-2024,2024-04-14,2023_Arsenal_Aston Villa_20240414,Arsenal,Aston Villa,0,2,A,1.29,5.75,10.0,1.5,2.63
2023,2023-2024,2024-04-15,2023_Chelsea_Everton_20240415,Chelsea,Everton,6,0,H,1.7,4.2,4.5,1.53,2.5
2023,2023-2024,2024-04-20,2023_Luton_Brentford_20240420,Luton,Brentford,1,5,A,3.1,3.75,2.15,1.57,2.38
2023,2023-2024,2024-04-20,2023_Sheffield United_Burnley_20240420,Sheffield United,Burnley,1,4,A,2.75,3.6,2.45,1.67,2.2
2023,2023-2024,2024-04-20,2023_Wolves_Arsenal_20240420,Wolves,Arsenal,0,2,A,8.5,4.5,1.4,1.62,2.3
2023,2023-2024,2024-04-21,2023_Everton_Nott'm Forest_20240421,Everton,Nott'm Forest,2,0,H,2.05,3.5,3.6,1.93,1.97
2023,2023-2024,2024-04-21,2023_Aston Villa_Bournemouth_20240421,Aston Villa,Bournemouth,3,1,H,1.85,4.0,3.6,1.44,2.75
2023,2023-2024,2024-04-21,2023_Crystal Palace_West Ham_20240421,Crystal Palace,West Ham,5,2,H,2.1,3.6,3.4,1.8,2.0
2023,2023-2024,2024-04-21,2023_Fulham_Liverpool_20240421,Fulham,Liverpool,1,3,A,5.25,4.5,1.57,1.44,2.75
2023,2023-2024,2024-04-23,2023_Arsenal_Chelsea_20240423,Arsenal,Chelsea,5,0,H,1.44,5.0,6.0,1.53,2.5
2023,2023-2024,2024-04-24,2023_Wolves_Bournemouth_20240424,Wolves,Bournemouth,0,1,A,2.7,3.6,2.5,1.67,2.2
2023,2023-2024,2024-04-24,2023_Crystal Palace_Newcastle_20240424,Crystal Palace,Newcastle,2,0,H,2.75,3.6,2.4,1.57,2.38
2023,2023-2024,2024-04-24,2023_Everton_Liverpool_20240424,Everton,Liverpool,2,0,H,7.0,5.0,1.4,1.53,2.5
2023,2023-2024,2024-04-24,2023_Man United_Sheffield United_20240424,Man United,Sheffield United,4,2,H,1.3,6.5,7.5,1.36,3.2
2023,2023-2024,2024-04-25,2023_Brighton_Man City_20240425,Brighton,Man City,0,4,A,6.5,5.0,1.4,1.5,2.63
2023,2023-2024,2024-04-27,2023_West Ham_Liverpool_20240427,West Ham,Liverpool,2,2,D,5.5,5.0,1.5,1.36,3.2
2023,2023-2024,2024-04-27,2023_Fulham_Crystal Palace_20240427,Fulham,Crystal Palace,1,1,D,2.1,3.5,3.5,1.73,2.1
2023,2023-2024,2024-04-27,2023_Man United_Burnley_20240427,Man United,Burnley,1,1,D,1.5,4.75,5.5,1.36,3.2
2023,2023-2024,2024-04-27,2023_Newcastle_Sheffield United_20240427,Newcastle,Sheffield United,5,1,H,1.22,7.0,11.0,1.33,3.4
2023,2023-2024,2024-04-27,2023_Wolves_Luton_20240427,Wolves,Luton,2,1,H,1.95,3.8,3.6,1.62,2.3
2023,2023-2024,2024-04-27,2023_Everton_Brentford_20240427,Everton,Brentford,1,0,H,2.3,3.5,3.0,1.87,2.03
2023,2023-2024,2024-04-27,2023_Aston Villa_Chelsea_20240427,Aston Villa,Chelsea,2,2,D,2.15,3.8,3.0,1.44,2.75
2023,2023-2024,2024-04-28,2023_Bournemouth_Brighton_20240428,Bournemouth,Brighton,3,0,H,2.25,3.8,2.9,1.44,2.75
2023,2023-2024,2024-04-28,2023_Tottenham_Arsenal_20240428,Tottenham,Arsenal,2,3,A,4.2,4.2,1.75,1.5,2.63
2023,2023-2024,2024-04-28,2023_Nott'm Forest_Man City_20240428,Nott'm Forest,Man City,0,2,A,8.0,6.0,1.3,1.53,2.5
2023,2023-2024,2024-05-02,2023_Chelsea_Tottenham_20240502,Chelsea,Tottenham,2,0,H,2.15,3.8,3.0,1.3,3.5
2023,2023-2024,2024-05-03,2023_Luton_Everton_20240503,Luton,Everton,1,1,D,2.6,3.6,2.55,1.73,2.1
2023,2023-2024,2024-05-04,2023_Arsenal_Bournemouth_20240504,Arsenal,Bournemouth,3,0,H,1.22,7.5,11.0,1.33,3.4
2023,2023-2024,2024-05-04,2023_Brentford_Fulham_20240504,Brentford,Fulham,0,0,D,2.1,3.8,3.2,1.57,2.38
2023,2023-2024,2024-05-04,2023_Burnley_Newcastle_20240504,Burnley,Newcastle,1,4,A,3.4,4.0,1.95,1.5,2.63
2023,2023-2024,2024-05-04,2023_Sheffield United_Nott'm Forest_20240504,Sheffield United,Nott'm Forest,1,3,A,4.75,4.2,1.65,1.57,2.38
2023,2023-2024,2024-05-04,2023_Man City_Wolves_20240504,Man City,Wolves,5,1,H,1.08,12.0,21.0,1.3,3.5
2023,2023-2024,2024-05-05,2023_Brighton_Aston Villa_20240505,Brighton,Aston Villa,1,0,H,2.75,3.75,2.45,1.5,2.63
2023,2023-2024,2024-05-05,2023_Chelsea_West Ham_20240505,Chelsea,West Ham,5,0,H,1.65,4.5,4.5,1.4,3.0
2023,2023-2024,2024-05-05,2023_Liverpool_Tottenham_20240505,Liverpool,Tottenham,4,2,H,1.5,5.75,5.0,1.25,4.0
2023,2023-2024,2024-05-06,2023_Crystal Palace_Man United_20240506,Crystal Palace,Man United,4,0,H,2.38,3.75,2.8,1.53,2.5
2023,2023-2024,2024-05-11,2023_Fulham_Man City_20240511,Fulham,Man City,0,4,A,13.0,7.0,1.2,1.36,3.2
2023,2023-2024,2024-05-11,2023_Bournemouth_Brentford_20240511,Bournemouth,Brentford,1,2,A,1.95,4.0,3.5,1.44,2.75
2023,2023-2024,2024-05-11,2023_Everton_Sheffield United_20240511,Everton,Sheffield United,1,0,H,1.4,4.8,7.5,1.53,2.5
2023,2023-2024,2024-05-11,2023_Newcastle_Brighton_20240511,Newcastle,Brighton,1,1,D,1.57,4.75,4.75,1.33,3.4
2023,2023-2024,2024-05-11,2023_Tottenham_Burnley_20240511,Tottenham,Burnley,2,1,H,1.36,5.75,7.0,1.25,4.0
2023,2023-2024,2024-05-11,2023_West Ham_Luton_20240511,West Ham,Luton,3,1,H,1.8,4.2,3.8,1.44,2.75
2023,2023-2024,2024-05-11,2023_Wolves_Crystal Palace_20240511,Wolves,Crystal Palace,1,3,A,2.88,3.5,2.38,1.8,2.0
2023,2023-2024,2024-05-11,2023_Nott'm Forest_Chelsea_20240511,Nott'm Forest,Chelsea,2,3,A,3.4,3.8,2.0,1.5,2.63
2023,2023-2024,2024-05-12,2023_Man United_Arsenal_20240512,Man United,Arsenal,0,1,A,7.0,5.5,1.36,1.36,3.2
2023,2023-2024,2024-05-13,2023_Aston Villa_Liverpool_20240513,Aston Villa,Liverpool,3,3,D,4.2,4.33,1.7,1.33,3.4
2023,2023-2024,2024-05-14,2023_Tottenham_Man City_20240514,Tottenham,Man City,0,2,A,6.5,6.0,1.36,1.25,4.0
2023,2023-2024,2024-05-15,2023_Brighton_Chelsea_20240515,Brighton,Chelsea,1,2,A,3.3,4.0,1.95,1.4,3.0
2023,2023-2024,2024-05-15,2023_Man United_Newcastle_20240515,Man United,Newcastle,3,2,H,2.75,4.0,2.3,1.33,3.4
2023,2023-2024,2024-05-19,2023_Arsenal_Everton_20240519,Arsenal,Everton,2,1,H,1.18,8.0,12.0,1.36,3.2
2023,2023-2024,2024-05-19,2023_Brentford_Newcastle_20240519,Brentford,Newcastle,2,4,A,2.9,3.9,2.2,1.36,3.2
2023,2023-2024,2024-05-19,2023_Brighton_Man United_20240519,Brighton,Man United,0,2,A,2.15,4.0,2.9,1.33,3.4
2023,2023-2024,2024-05-19,2023_Burnley_Nott'm Forest_20240519,Burnley,Nott'm Forest,1,2,A,3.0,3.5,2.3,1.53,2.5
2023,2023-2024,2024-05-19,2023_Chelsea_Bournemouth_20240519,Chelsea,Bournemouth,2,1,H,1.45,5.0,6.0,1.29,3.75
2023,2023-2024,2024-05-19,2023_Crystal Palace_Aston Villa_20240519,Crystal Palace,Aston Villa,5,0,H,1.85,4.33,3.6,1.4,3.0
2023,2023-2024,2024-05-19,2023_Liverpool_Wolves_20240519,Liverpool,Wolves,2,0,H,1.17,8.0,15.0,1.22,4.33
2023,2023-2024,2024-05-19,2023_Luton_Fulham_20240519,Luton,Fulham,2,4,A,2.9,3.9,2.2,1.44,2.75
2023,2023-2024,2024-05-19,2023_Man City_West Ham_20240519,Man City,West Ham,3,1,H,1.08,12.0,21.0,1.2,4.5
2023,2023-2024,2024-05-19,2023_Sheffield United_Tottenham_20240519,Sheffield United,Tottenham,0,3,A,7.0,6.0,1.33,1.22,4.33
2024,2024-2025,2024-08-16,2024_Man United_Fulham_20240816,Man United,Fulham,1,0,H,1.6,4.2,5.25,1.53,2.5
2024,2024-2025,2024-08-17,2024_Ipswich_Liverpool_20240817,Ipswich,Liverpool,0,2,A,8.5,5.5,1.33,1.4,3.0
2024,2024-2025,2024-08-17,2024_Arsenal_Wolves_20240817,Arsenal,Wolves,2,0,H,1.18,7.5,13.0,1.44,2.75
2024,2024-2025,2024-08-17,2024_Everton_Brighton_20240817,Everton,Brighton,0,3,A,2.63,3.3,2.63,1.8,2.0
2024,2024-2025,2024-08-17,2024_Newcastle_Southampton_20240817,Newcastle,Southampton,1,0,H,1.36,5.25,8.0,1.4,3.0
2024,2024-2025,2024-08-17,2024_Nott'm Forest_Bournemouth_20240817,Nott'm Forest,Bournemouth,1,1,D,2.45,3.5,2.8,1.73,2.1
2024,2024-2025,2024-08-17,2024_West Ham_Aston Villa_20240817,West Ham,Aston Villa,1,2,A,2.45,3.6,2.75,1.57,2.38
2024,2024-2025,2024-08-18,2024_Brentford_Crystal Palace_20240818,Brentford,Crystal Palace,2,1,H,2.4,3.4,2.9,1.8,2.0
2024,2024-2025,2024-08-18,2024_Chelsea_Man City_20240818,Chelsea,Man City,0,2,A,4.1,3.9,1.8,1.5,2.63
2024,2024-2025,2024-08-19,2024_Leicester_Tottenham_20240819,Leicester,Tottenham,1,1,D,5.0,4.33,1.62,1.53,2.5
2024,2024-2025,2024-08-24,2024_Brighton_Man United_20240824,Brighton,Man United,2,1,H,2.5,3.7,2.63,1.57,2.38
2024,2024-2025,2024-08-24,2024_Crystal Palace_West Ham_20240824,Crystal Palace,West Ham,0,2,A,2.15,3.6,3.2,1.73,2.1
2024,2024-2025,2024-08-24,2024_Fulham_Leicester_20240824,Fulham,Leicester,2,1,H,1.8,3.75,4.2,1.89,2.01
2024,2024-2025,2024-08-24,2024_Man City_Ipswich_20240824,Man City,Ipswich,4,1,H,1.08,12.0,21.0,1.3,3.5
2024,2024-2025,2024-08-24,2024_Southampton_Nott'm Forest_20240824,Southampton,Nott'm Forest,0,1,A,2.55,3.3,2.8,2.01,1.89
2024,2024-2025,2024-08-24,2024_Tottenham_Everton_20240824,Tottenham,Everton,4,0,H,1.44,4.75,6.5,1.5,2.63
2024,2024-2025,2024-08-24,2024_Aston Villa_Arsenal_20240824,Aston Villa,Arsenal,0,2,A,4.33,3.8,1.75,1.73,2.1
2024,2024-2025,2024-08-25,2024_Bournemouth_Newcastle_20240825,Bournemouth,Newcastle,1,1,D,2.9,3.8,2.2,1.57,2.38
2024,2024-2025,2024-08-25,2024_Wolves_Chelsea_20240825,Wolves,Chelsea,2,6,A,4.33,4.0,1.75,1.62,2.3
2024,2024-2025,2024-08-25,2024_Liverpool_Brentford_20240825,Liverpool,Brentford,2,0,H,1.27,5.75,11.0,1.36,3.2
2024,2024-2025,2024-08-31,2024_Arsenal_Brighton_20240831,Arsenal,Brighton,1,1,D,1.33,5.5,8.5,1.53,2.5
2024,2024-2025,2024-08-31,2024_Brentford_Southampton_20240831,Brentford,Southampton,3,1,H,1.75,3.9,4.33,1.73,2.1
2024,2024-2025,2024-08-31,2024_Everton_Bournemouth_20240831,Everton,Bournemouth,2,3,A,2.75,3.4,2.55,1.92,1.98
2024,2024-2025,2024-08-31,2024_Ipswich_Fulham_20240831,Ipswich,Fulham,1,1,D,3.0,3.5,2.3,1.84,2.06
2024,2024-2025,2024-08-31,2024_Leicester_Aston Villa_20240831,Leicester,Aston Villa,1,2,A,4.5,4.0,1.7,1.67,2.2
2024,2024-2025,2024-08-31,2024_Nott'm Forest_Wolves_20240831,Nott'm Forest,Wolves,1,1,D,2.0,3.7,3.7,1.85,2.05
2024,2024-2025,2024-08-31,2024_West Ham_Man City_20240831,West Ham,Man City,1,3,A,7.0,5.5,1.38,1.44,2.75
2024,2024-2025,2024-09-01,2024_Chelsea_Crystal Palace_20240901,Chelsea,Crystal Palace,1,1,D,1.6,4.33,5.0,1.5,2.63
2024,2024-2025,2024-09-01,2024_Newcastle_Tottenham_20240901,Newcastle,Tottenham,2,1,H,2.5,4.0,2.5,1.36,3.2
2024,2024-2025,2024-09-01,2024_Man United_Liverpool_20240901,Man United,Liverpool,0,3,A,3.7,4.2,1.85,1.44,2.75
2024,2024-2025,2024-09-14,2024_Southampton_Man United_20240914,Southampton,Man United,0,3,A,4.5,4.0,1.7,1.62,2.3
2024,2024-2025,2024-09-14,2024_Brighton_Ipswich_20240914,Brighton,Ipswich,0,0,D,1.38,5.0,7.5,1.53,2.5
2024,2024-2025,2024-09-14,2024_Crystal Palace_Leicester_20240914,Crystal Palace,Leicester,2,2,D,1.62,4.0,5.5,1.73,2.1
2024,2024-2025,2024-09-14,2024_Fulham_West Ham_20240914,Fulham,West Ham,1,1,D,2.38,3.25,3.0,1.73,2.1
2024,2024-2025,2024-09-14,2024_Liverpool_Nott'm Forest_20240914,Liverpool,Nott'm Forest,0,1,A,1.22,6.5,12.0,1.44,2.75
2024,2024-2025,2024-09-14,2024_Man City_Brentford_20240914,Man City,Brentford,2,1,H,1.18,8.0,12.0,1.36,3.2
2024,2024-2025,2024-09-14,2024_Aston Villa_Everton_20240914,Aston Villa,Everton,3,2,H,1.5,4.2,6.5,1.67,2.2
2024,2024-2025,2024-09-14,2024_Bournemouth_Chelsea_20240914,Bournemouth,Chelsea,0,1,A,3.4,3.8,2.0,1.44,2.75
2024,2024-2025,2024-09-15,2024_Tottenham_Arsenal_20240915,Tottenham,Arsenal,0,1,A,3.0,3.5,2.3,1.57,2.38
2024,2024-2025,2024-09-15,2024_Wolves_Newcastle_20240915,Wolves,Newcastle,1,2,A,3.4,3.5,2.1,1.57,2.38
2024,2024-2025,2024-09-21,2024_West Ham_Chelsea_20240921,West Ham,Chelsea,0,3,A,3.6,3.9,1.95,1.5,2.63
2024,2024-2025,2024-09-21,2024_Aston Villa_Wolves_20240921,Aston Villa,Wolves,3,1,H,1.57,4.2,5.25,1.57,2.38
2024,2024-2025,2024-09-21,2024_Fulham_Newcastle_20240921,Fulham,Newcastle,3,1,H,3.0,3.4,2.4,1.67,2.2
2024,2024-2025,2024-09-21,2024_Leicester_Everton_20240921,Leicester,Everton,1,1,D,2.45,3.4,2.88,1.87,2.03
2024,2024-2025,2024-09-21,2024_Liverpool_Bournemouth_20240921,Liverpool,Bournemouth,3,0,H,1.3,6.25,9.0,1.36,3.2
2024,2024-2025,2024-09-21,2024_Southampton_Ipswich_20240921,Southampton,Ipswich,1,1,D,2.25,3.5,3.2,1.8,2.0
2024,2024-2025,2024-09-21,2024_Tottenham_Brentford_20240921,Tottenham,Brentford,3,1,H,1.55,4.5,5.5,1.44,2.75
2024,2024-2025,2024-09-21,2024_Crystal Palace_Man United_20240921,Crystal Palace,Man United,0,0,D,2.88,3.75,2.3,1.57,2.38
2024,2024-2025,2024-09-22,2024_Brighton_Nott'm Forest_20240922,Brighton,Nott'm Forest,2,2,D,1.75,3.75,4.75,1.86,2.04
2024,2024-2025,2024-09-22,2024_Man City_Arsenal_20240922,Man City,Arsenal,2,2,D,1.8,3.6,4.5,2.04,1.86
2024,2024-2025,2024-09-28,2024_Newcastle_Man City_20240928,Newcastle,Man City,1,1,D,5.25,4.33,1.6,1.5,2.63
2024,2024-2025,2024-09-28,2024_Arsenal_Leicester_20240928,Arsenal,Leicester,4,2,H,1.17,8.0,15.0,1.5,2.63
2024,2024-2025,2024-09-28,2024_Brentford_West Ham_20240928,Brentford,West Ham,1,1,D,2.2,3.5,3.2,1.67,2.2
2024,2024-2025,2024-09-28,2024_Chelsea_Brighton_20240928,Chelsea,Brighton,4,2,H,1.73,4.2,4.2,1.5,2.63
2024,2024-2025,2024-09-28,2024_Everton_Crystal Palace_20240928,Everton,Crystal Palace,2,1,H,2.7,3.3,2.63,1.88,2.02
2024,2024-2025,2024-09-28,2024_Nott'm Forest_Fulham_20240928,Nott'm Forest,Fulham,0,1,A,2.38,3.3,3.0,2.02,1.88
2024,2024-2025,2024-09-28,2024_Wolves_Liverpool_20240928,Wolves,Liverpool,1,2,A,8.0,5.75,1.33,1.44,2.75
2024,2024-2025,2024-09-29,2024_Ipswich_Aston Villa_20240929,Ipswich,Aston Villa,2,2,D,4.0,3.75,1.85,1.73,2.1
2024,2024-2025,2024-09-29,2024_Man United_Tottenham_20240929,Man United,Tottenham,0,3,A,2.35,3.75,2.75,1.44,2.75
2024,2024-2025,2024-09-30,2024_Bournemouth_Southampton_20240930,Bournemouth,Southampton,3,1,H,1.65,4.1,5.0,1.5,2.63
2024,2024-2025,2024-10-05,2024_Crystal Palace_Liverpool_20241005,Crystal Palace,Liverpool,0,1,A,6.0,4.5,1.5,1.57,2.38
2024,2024-2025,2024-10-05,2024_Arsenal_Southampton_20241005,Arsenal,Southampton,3,1,H,1.14,9.0,17.0,1.36,3.2
2024,2024-2025,2024-10-05,2024_Brentford_Wolves_20241005,Brentford,Wolves,5,3,H,2.05,3.6,3.4,1.73,2.1
2024,2024-2025,2024-10-05,2024_Leicester_Bournemouth_20241005,Leicester,Bournemouth,1,0,H,3.1,3.75,2.15,1.67,2.2
2024,2024-2025,2024-10-05,2024_Man City_Fulham_20241005,Man City,Fulham,3,2,H,1.25,7.0,9.5,1.44,2.75
2024,2024-2025,2024-10-05,2024_West Ham_Ipswich_20241005,West Ham,Ipswich,4,1,H,1.8,3.8,4.33,1.67,2.2
2024,2024-2025,2024-10-05,2024_Everton_Newcastle_20241005,Everton,Newcastle,0,0,D,3.2,3.6,2.2,1.67,2.2
2024,2024-2025,2024-10-06,2024_Aston Villa_Man United_20241006,Aston Villa,Man United,0,0,D,2.2,3.75,3.0,1.53,2.5
2024,2024-2025,2024-10-06,2024_Chelsea_Nott'm Forest_20241006,Chelsea,Nott'm Forest,1,1,D,1.48,4.5,6.5,1.57,2.38
2024,2024-2025,2024-10-06,2024_Brighton_Tottenham_20241006,Brighton,Tottenham,3,2,H,2.9,4.0,2.2,1.4,3.0
2024,2024-2025,2024-10-19,2024_Tottenham_West Ham_20241019,Tottenham,West Ham,4,1,H,1.5,5.0,5.25,1.36,3.2
2024,2024-2025,2024-10-19,2024_Fulham_Aston Villa_20241019,Fulham,Aston Villa,1,3,A,2.45,3.5,2.8,1.73,2.1
2024,2024-2025,2024-10-19,2024_Ipswich_Everton_20241019,Ipswich,Everton,0,2,A,2.38,3.3,3.0,1.86,2.04
2024,2024-2025,2024-10-19,2024_Man United_Brentford_20241019,Man United,Brentford,2,1,H,1.7,4.2,4.5,1.5,2.63
2024,2024-2025,2024-10-19,2024_Newcastle_Brighton_20241019,Newcastle,Brighton,0,1,A,1.95,3.7,3.6,1.49,2.45
2024,2024-2025,2024-10-19,2024_Southampton_Leicester_20241019,Southampton,Leicester,2,3,A,2.3,3.5,3.0,1.73,2.1
2024,2024-2025,2024-10-19,2024_Bournemouth_Arsenal_20241019,Bournemouth,Arsenal,2,0,H,5.0,3.9,1.65,1.73,2.1
2024,2024-2025,2024-10-20,2024_Wolves_Man City_20241020,Wolves,Man City,1,2,A,8.0,6.0,1.33,1.44,2.75
2024,2024-2025,2024-10-20,2024_Liverpool_Chelsea_20241020,Liverpool,Chelsea,2,1,H,1.62,4.1,5.0,1.4,3.0
2024,2024-2025,2024-10-21,2024_Nott'm Forest_Crystal Palace_20241021,Nott'm Forest,Crystal Palace,1,0,H,2.3,3.5,3.0,2.1,1.73
2024,2024-2025,2024-10-25,2024_Leicester_Nott'm Forest_20241025,Leicester,Nott'm Forest,1,3,A,3.0,3.3,2.4,2.0,1.8
2024,2024-2025,2024-10-26,2024_Aston Villa_Bournemouth_20241026,Aston Villa,Bournemouth,1,1,D,1.85,3.9,3.8,1.57,2.38
2024,2024-2025,2024-10-26,2024_Brentford_Ipswich_20241026,Brentford,Ipswich,4,3,H,1.65,4.33,4.75,1.67,2.2
2024,2024-2025,2024-10-26,2024_Brighton_Wolves_20241026,Brighton,Wolves,2,2,D,1.62,4.5,4.5,1.57,2.38
2024,2024-2025,2024-10-26,2024_Man City_Southampton_20241026,Man City,Southampton,1,0,H,1.11,10.0,17.0,1.29,3.75
2024,2024-2025,2024-10-26,2024_Everton_Fulham_20241026,Everton,Fulham,1,1,D,2.75,3.25,2.63,1.91,1.99
2024,2024-2025,2024-10-27,2024_Chelsea_Newcastle_20241027,Chelsea,Newcastle,2,1,H,1.73,4.33,4.2,1.44,2.75
2024,2024-2025,2024-10-27,2024_Crystal Palace_Tottenham_20241027,Crystal Palace,Tottenham,1,0,H,3.9,4.0,1.83,1.57,2.38
2024,2024-2025,2024-10-27,2024_West Ham_Man United_20241027,West Ham,Man United,2,1,H,2.88,3.75,2.3,1.53,2.5
2024,2024-2025,2024-10-27,2024_Arsenal_Liverpool_20241027,Arsenal,Liverpool,2,2,D,2.5,3.25,2.9,1.92,1.98
2024,2024-2025,2024-11-02,2024_Newcastle_Arsenal_20241102,Newcastle,Arsenal,1,0,H,3.75,3.75,1.95,1.84,2.06
2024,2024-2025,2024-11-02,2024_Bournemouth_Man City_20241102,Bournemouth,Man City,2,1,H,5.5,4.2,1.57,1.57,2.38
2024,2024-2025,2024-11-02,2024_Ipswich_Leicester_20241102,Ipswich,Leicester,1,1,D,2.25,3.5,3.1,1.73,2.1
2024,2024-2025,2024-11-02,2024_Liverpool_Brighton_20241102,Liverpool,Brighton,2,1,H,1.4,5.0,7.5,1.4,3.0
2024,2024-2025,2024-11-02,2024_Nott'm Forest_West Ham_20241102,Nott'm Forest,West Ham,3,0,H,2.15,3.5,3.4,1.89,2.01
2024,2024-2025,2024-11-02,2024_Southampton_Everton_20241102,Southampton,Everton,1,0,H,2.63,3.4,2.63,1.84,2.06
2024,2024-2025,2024-11-02,2024_Wolves_Crystal Palace_20241102,Wolves,Crystal Palace,2,2,D,2.5,3.4,2.88,1.9,2.0
2024,2024-2025,2024-11-03,2024_Tottenham_Aston Villa_20241103,Tottenham,Aston Villa,4,1,H,1.91,4.0,3.6,1.44,2.75
2024,2024-2025,2024-11-03,2024_Man United_Chelsea_20241103,Man United,Chelsea,1,1,D,2.6,3.5,2.6,1.44,2.75
2024,2024-2025,2024-11-04,2024_Fulham_Brentford_20241104,Fulham,Brentford,2,1,H,2.0,3.7,3.5,1.67,2.2
2024,2024-2025,2024-11-09,2024_Brentford_Bournemouth_20241109,Brentford,Bournemouth,3,2,H,2.5,3.5,2.7,1.62,2.3
2024,2024-2025,2024-11-09,2024_Crystal Palace_Fulham_20241109,Crystal Palace,Fulham,0,2,A,2.7,3.5,2.55,1.95,1.95
2024,2024-2025,2024-11-09,2024_West Ham_Everton_20241109,West Ham,Everton,0,0,D,2.15,3.4,3.4,1.84,2.06
2024,2024-2025,2024-11-09,2024_Wolves_Southampton_20241109,Wolves,Southampton,2,0,H,1.91,3.75,3.75,1.67,2.2
2024,2024-2025,2024-11-09,2024_Brighton_Man City_20241109,Brighton,Man City,2,1,H,4.1,4.2,1.73,1.53,2.5
2024,2024-2025,2024-11-09,2024_Liverpool_Aston Villa_20241109,Liverpool,Aston Villa,2,0,H,1.42,5.25,6.5,1.44,2.75
